,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes
99,MN,G2701390,Flying Cloud,726579,44.82,-93.45,55347
100,MN,G2701410,Mora Muni  Awos,727475,45.88,-93.27,55051
101,MN,G2701430,Hutchinson  Awos,726569,44.87,-94.38,55350
102,MN,G2701450,St Cloud Regional Arpt,726550,45.55,-94.05,56304
103,MN,G2701470,Owatonna  Awos,726568,44.12,-93.25,55060
104,MN,G2701490,Morris Muni  Awos,726565,45.57,-95.97,56207
105,MN,G2701510,Benson Muni,727507,45.32,-95.65,
106,MN,G2701530,Alexandria Municipal Ap,726557,45.88,-95.4,56308
107,MN,G2701550,Wheaton Ndb  Awos,727533,45.7,-96.5,
108,MN,G2701570,Red Wing,726564,44.58,-92.48,
109,MN,G2701590,Park Rapids Municipal Ap,727453,46.9,-95.07,
110,MN,G2701610,Owatonna  Awos,726568,44.12,-93.25,55060
111,MN,G2701630,St Paul Downtown Ap,726584,44.93,-93.05,55106
112,MN,G2701650,New Ulm Muni  Awos,726567,44.32,-94.5,56073
113,MN,G2701670,Wheaton Ndb  Awos,727533,45.7,-96.5,
114,MN,G2701690,Winona Muni  Awos,726588,44.08,-91.7,55959
115,MN,G2701710,St Cloud Regional Arpt,726550,45.55,-94.05,56304
116,MN,G2701730,Marshall Ryan Awos,726559,44.45,-95.82,56258
117,MS,G2800010,Natchez Hardy Awos,722357,31.62,-91.3,39190
118,MS,G2800030,Tupelo C D Lemons Arpt,723320,34.27,-88.77,38801
119,MS,G2800050,Mccomb Pike County Ap,722358,31.23,-90.47,39648
120,MS,G2800070,Greenwood Leflore Arpt,722359,33.5,-90.08,
121,MS,G2800090,Tupelo C D Lemons Arpt,723320,34.27,-88.77,38801
122,MS,G2800110,Greenville Municipal,722356,33.48,-90.98,38782
123,MS,G2800130,Tupelo C D Lemons Arpt,723320,34.27,-88.77,38801
124,MS,G2800150,Greenwood Leflore Arpt,722359,33.5,-90.08,
125,MS,G2800170,Tupelo C D Lemons Arpt,723320,34.27,-88.77,38801
126,MS,G2800190,Golden Tri Awos,723307,33.45,-88.58,
127,MS,G2800210,Natchez Hardy Awos,722357,31.62,-91.3,39190
128,MS,G2800230,Meridian Key Field,722340,32.33,-88.75,39307
129,MS,G2800250,Golden Tri Awos,723307,33.45,-88.58,
130,MS,G2800270,Greenville Municipal,722356,33.48,-90.98,38782
131,MS,G2800290,Jackson International Ap,722350,32.32,-90.08,39232
132,MS,G2800310,Hattiesburg Laurel,722348,31.47,-89.33,39459
133,TN,G2800330,Memphis International Ap,723340,35.07,-89.98,38131
134,MS,G2800350,Hattiesburg Laurel,722348,31.47,-89.33,39459
135,MS,G2800370,Natchez Hardy Awos,722357,31.62,-91.3,39190
136,AL,G2800390,Mobile Regional Ap,722230,30.68,-88.25,36608
137,MS,G2800410,Hattiesburg Laurel,722348,31.47,-89.33,39459
138,MS,G2800430,Greenwood Leflore Arpt,722359,33.5,-90.08,
139,MS,G2800450,Gulfport Biloxi Int,747685,30.4,-89.07,
140,MS,G2800470,Gulfport-Biloxi Intl AP,747570,30.4,-89.067,39502
141,MS,G2800490,Jackson International Ap,722350,32.32,-90.08,39232
142,MS,G2800510,Greenwood Leflore Arpt,722359,33.5,-90.08,
143,MS,G2800530,Greenwood-Leflore AP,747580,33.5,-90.083,
144,MS,G2800550,Greenville Municipal,722356,33.48,-90.98,38782
145,MS,G2800570,Tupelo C D Lemons Arpt,723320,34.27,-88.77,38801
146,MS,G2800590,Keesler Afb,747686,30.42,-88.92,39534
147,MS,G2800610,Hattiesburg Laurel,722348,31.47,-89.33,39459
148,MS,G2800630,Natchez Hardy Awos,722357,31.62,-91.3,39190
149,MS,G2800650,Hattiesburg Laurel,722348,31.47,-89.33,39459
150,MS,G2800670,Hattiesburg Laurel,722348,31.47,-89.33,39459
151,MS,G2800690,Meridian Naas,722345,32.55,-88.57,39309
152,MS,G2800710,Tupelo C D Lemons Arpt,723320,34.27,-88.77,38801
153,MS,G2800730,Hattiesburg Laurel,722348,31.47,-89.33,39459
154,MS,G2800750,Meridian Key Field,722340,32.33,-88.75,39307
155,MS,G2800770,Mccomb Pike County Ap,722358,31.23,-90.47,39648
156,MS,G2800790,Jackson International Ap,722350,32.32,-90.08,39232
157,MS,G2800810,Tupelo C D Lemons Arpt,723320,34.27,-88.77,38801
158,MS,G2800830,Greenwood-Leflore AP,747580,33.5,-90.083,
159,MS,G2800850,Mccomb Pike County Ap,722358,31.23,-90.47,39648
160,MS,G2800870,Columbus Afb,723306,33.65,-88.45,
161,MS,G2800890,Jackson International Ap,722350,32.32,-90.08,39232
162,MS,G2800910,Gulfport Biloxi Int,747685,30.4,-89.07,
163,TN,G2800930,Memphis International Ap,723340,35.07,-89.98,38131
164,MS,G2800950,Columbus Afb,723306,33.65,-88.45,
165,MS,G2800970,Greenwood Leflore Arpt,722359,33.5,-90.08,
166,MS,G2800990,Meridian Key Field,722340,32.33,-88.75,39307
167,MS,G2801010,Meridian Key Field,722340,32.33,-88.75,39307
168,MS,G2801030,Golden Tri Awos,723307,33.45,-88.58,
169,MS,G2801050,Golden Tri Awos,723307,33.45,-88.58,
170,TN,G2801070,Memphis International Ap,723340,35.07,-89.98,38131
171,MS,G2801090,Gulfport Biloxi Int,747685,30.4,-89.07,
172,MS,G2801110,Hattiesburg Laurel,722348,31.47,-89.33,39459
173,MS,G2801130,Mccomb Pike County Ap,722358,31.23,-90.47,39648
174,MS,G2801150,Tupelo C D Lemons Arpt,723320,34.27,-88.77,38801
175,MS,G2801170,Tupelo C D Lemons Arpt,723320,34.27,-88.77,38801
176,MS,G2801190,Greenwood-Leflore AP,747580,33.5,-90.083,
177,MS,G2801210,Jackson International Ap,722350,32.32,-90.08,39232
178,MS,G2801230,Jackson International Ap,722350,32.32,-90.08,39232
179,MS,G2801250,Greenville Municipal,722356,33.48,-90.98,38782
180,MS,G2801270,Jackson International Ap,722350,32.32,-90.08,39232
181,MS,G2801290,Hattiesburg Laurel,722348,31.47,-89.33,39459
182,MS,G2801310,Hattiesburg Laurel,722348,31.47,-89.33,39459
183,MS,G2801330,Greenville Municipal,722356,33.48,-90.98,38782
184,MS,G2801350,Greenwood-Leflore AP,747580,33.5,-90.083,
185,TN,G2801370,Memphis International Ap,723340,35.07,-89.98,38131
186,MS,G2801390,Tupelo C D Lemons Arpt,723320,34.27,-88.77,38801
187,AL,G2801410,Muscle Shoals Regional Ap,723235,34.75,-87.6,35661
188,TN,G2801430,Memphis International Ap,723340,35.07,-89.98,38131
189,MS,G2801450,Tupelo C D Lemons Arpt,723320,34.27,-88.77,38801
190,MS,G2801470,Mccomb Pike County Ap,722358,31.23,-90.47,39648
191,MS,G2801490,Jackson International Ap,722350,32.32,-90.08,39232
192,MS,G2801510,Greenville Municipal,722356,33.48,-90.98,38782
193,MS,G2801530,Meridian Key Field,722340,32.33,-88.75,39307
194,MS,G2801550,Golden Tri Awos,723307,33.45,-88.58,
195,LA,G2801570,Baton Rouge Metro AP,722320,30.533,-91.15,70811
196,MS,G2801590,Golden Tri Awos,723307,33.45,-88.58,
197,MS,G2801610,Greenwood Leflore Arpt,722359,33.5,-90.08,
198,MS,G2801630,Jackson International Ap,722350,32.32,-90.08,39232
199,MO,G2900010,Kirksville Regional Ap,724455,40.1,-92.55,
200,MO,G2900030,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024
201,IA,G2900050,Shenandoah Muni,725467,40.75,-95.42,
202,MO,G2900070,Columbia Regional Airport,724450,38.82,-92.22,65201
203,AR,G2900090,Rogers  Awos,723449,36.37,-94.1,72756
204,MO,G2900110,Joplin Municipal Ap,723495,37.15,-94.5,64870
205,KS,G2900130,Olathe Johnson Co,724468,38.85,-94.73,66221
206,MO,G2900150,Whiteman Afb,724467,38.72,-93.55,65305
207,MO,G2900170,Cape Girardeau Municipal Ap,723489,37.23,-89.57,63780
208,MO,G2900190,Columbia Regional Airport,724450,38.82,-92.22,65201
209,MO,G2900210,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024
210,MO,G2900230,Poplar Bluff Amos,723300,36.77,-90.47,63901
211,MO,G2900250,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024
212,MO,G2900270,Columbia Regional Airport,724450,38.82,-92.22,65201
213,MO,G2900290,Kaiser Mem  Awos,724459,38.1,-92.55,
214,MO,G2900310,Cape Girardeau Rgnl AP,723290,37.233,-89.567,63780
215,MO,G2900330,Whiteman Afb,724467,38.72,-93.55,65305
216,MO,G2900350,Poplar Bluff Amos,723300,36.77,-90.47,63901
217,KS,G2900370,Olathe Johnson Co,724468,38.85,-94.73,66221
218,MO,G2900390,Springfield Regional Arpt,724400,37.23,-93.38,
219,MO,G2900410,Columbia Regional Airport,724450,38.82,-92.22,65201
220,MO,G2900430,Springfield Regional Arpt,724400,37.23,-93.38,
221,IA,G2900450,Keokuk Muni,725456,40.47,-91.43,52632
222,MO,G2900470,Kansas City Downtown Ap,724463,39.12,-94.6,64105
223,MO,G2900490,Kansas City IntL Arpt,724460,39.3,-94.72,64153
224,MO,G2900510,Jefferson City Mem,724458,38.58,-92.15,65102
225,MO,G2900530,Columbia Regional Airport,724450,38.82,-92.22,65201
226,MO,G2900550,Rolla Natl AP,724420,38.133,-91.767,65580
227,MO,G2900570,Springfield Regional Arpt,724400,37.23,-93.38,
228,MO,G2900590,Springfield Regional Arpt,724400,37.23,-93.38,
229,MO,G2900610,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024
230,MO,G2900630,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024
231,MO,G2900650,Vichy Rolla Natl Arpt,724456,38.13,-91.77,65580
232,AR,G2900670,Flippin  Awos,723447,36.3,-92.47,72635
233,MO,G2900690,Poplar Bluff Amos,723300,36.77,-90.47,63901
234,MO,G2900710,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005
235,MO,G2900730,Rolla Natl AP,724420,38.133,-91.767,65580
236,MO,G2900750,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024
237,MO,G2900770,Springfield Regional Arpt,724400,37.23,-93.38,
238,IA,G2900790,Chariton,725469,41.03,-93.37,
239,IA,G2900810,Creston,725474,41.02,-94.37,50801
240,MO,G2900830,Whiteman Afb,724467,38.72,-93.55,65305
241,MO,G2900850,Springfield Regional Arpt,724400,37.23,-93.38,
242,NE,G2900870,Falls City Brenner,725533,40.08,-95.6,68355
243,MO,G2900890,Columbia Regional Airport,724450,38.82,-92.22,65201
244,AR,G2900910,Flippin  Awos,723447,36.3,-92.47,72635
245,MO,G2900930,Farmington,724454,37.77,-90.4,
246,MO,G2900950,Kansas City Downtown Ap,724463,39.12,-94.6,64105
247,MO,G2900970,Joplin Municipal Ap,723495,37.15,-94.5,64870
248,MO,G2900990,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005
249,MO,G2901010,Whiteman Afb,724467,38.72,-93.55,65305
250,MO,G2901030,Kirksville Regional Ap,724455,40.1,-92.55,
251,MO,G2901050,Kaiser Mem  Awos,724459,38.1,-92.55,
252,MO,G2901070,Whiteman Afb,724467,38.72,-93.55,65305
253,MO,G2901090,Springfield Regional Arpt,724400,37.23,-93.38,
254,IA,G2901110,Keokuk Muni,725456,40.47,-91.43,52632
255,MO,G2901130,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005
256,MO,G2901150,Kirksville Regional Ap,724455,40.1,-92.55,
257,MO,G2901170,Kirksville Regional Ap,724455,40.1,-92.55,
258,AR,G2901190,Fort Smith Regional Ap,723440,35.33,-94.37,72903
259,MO,G2901210,Kirksville Regional Ap,724455,40.1,-92.55,
260,MO,G2901230,Farmington,724454,37.77,-90.4,
261,MO,G2901250,Vichy Rolla Natl Arpt,724456,38.13,-91.77,65580
262,IL,G2901270,Quincy Muni Baldwin Fld,724396,39.93,-91.2,62338
263,IA,G2901290,Chariton,725469,41.03,-93.37,
264,MO,G2901310,Kaiser Mem  Awos,724459,38.1,-92.55,
265,MO,G2901330,Cape Girardeau Municipal Ap,723489,37.23,-89.57,63780
266,MO,G2901350,Columbia Regional Airport,724450,38.82,-92.22,65201
267,MO,G2901370,Columbia Regional Airport,724450,38.82,-92.22,65201
268,MO,G2901390,Columbia Regional Airport,724450,38.82,-92.22,65201
269,MO,G2901410,Kaiser Mem  Awos,724459,38.1,-92.55,
270,MO,G2901430,Cape Girardeau Municipal Ap,723489,37.23,-89.57,63780
271,MO,G2901450,Joplin Municipal Ap,723495,37.15,-94.5,64870
272,IA,G2901470,Clarinda,725479,40.72,-95.03,51632
273,MO,G2901490,Poplar Bluff Amos,723300,36.77,-90.47,63901
274,MO,G2901510,Jefferson City Mem,724458,38.58,-92.15,65102
275,AR,G2901530,Flippin  Awos,723447,36.3,-92.47,72635
276,MO,G2901550,Poplar Bluff Amos,723300,36.77,-90.47,63901
277,MO,G2901570,Farmington,724454,37.77,-90.4,
278,MO,G2901590,Whiteman Afb,724467,38.72,-93.55,65305
279,MO,G2901610,Vichy Rolla Natl Arpt,724456,38.13,-91.77,65580
280,IL,G2901630,Quincy Muni Baldwin Fld,724396,39.93,-91.2,62338
281,MO,G2901650,Kansas City IntL Arpt,724460,39.3,-94.72,64153
282,MO,G2901670,Springfield Regional Arpt,724400,37.23,-93.38,
283,MO,G2901690,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473
284,MO,G2901710,Kirksville Regional Ap,724455,40.1,-92.55,
285,IL,G2901730,Quincy Muni Baldwin Fld,724396,39.93,-91.2,62338
286,MO,G2901750,Columbia Regional Airport,724450,38.82,-92.22,65201
287,MO,G2901770,Kansas City Downtown Ap,724463,39.12,-94.6,64105
288,MO,G2901790,Farmington,724454,37.77,-90.4,
289,MO,G2901810,Poplar Bluff Amos,723300,36.77,-90.47,63901
290,MO,G2901830,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005
291,MO,G2901850,Whiteman Afb,724467,38.72,-93.55,65305
292,MO,G2901860,Farmington,724454,37.77,-90.4,
293,MO,G2901870,Farmington,724454,37.77,-90.4,
294,MO,G2901890,St Louis Lambert IntL Arpt,724340,38.75,-90.37,63145
295,MO,G2901950,Whiteman Afb,724467,38.72,-93.55,65305
296,MO,G2901970,Kirksville Regional Ap,724455,40.1,-92.55,
297,MO,G2901990,Kirksville Regional Ap,724455,40.1,-92.55,
298,MO,G2902010,Cape Girardeau Municipal Ap,723489,37.23,-89.57,63780
299,MO,G2902030,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473
300,MO,G2902050,Columbia Regional Airport,724450,38.82,-92.22,65201
301,MO,G2902070,Poplar Bluff Amos,723300,36.77,-90.47,63901
302,MO,G2902090,Springfield Regional Arpt,724400,37.23,-93.38,
303,MO,G2902110,Kirksville Regional Ap,724455,40.1,-92.55,
304,AR,G2902130,Harrison Faa Ap,723446,36.27,-93.15,72601
305,MO,G2902150,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473
306,MO,G2902170,Joplin Municipal Ap,723495,37.15,-94.5,64870
307,MO,G2902190,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005
308,MO,G2902210,Farmington,724454,37.77,-90.4,
309,MO,G2902230,Poplar Bluff Amos,723300,36.77,-90.47,63901
310,MO,G2902250,Springfield Regional Arpt,724400,37.23,-93.38,
311,IA,G2902270,Creston,725474,41.02,-94.37,50801
312,MO,G2902290,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473
313,IL,G2905100,Cahokia St  Louis,725314,38.57,-90.15,62206
314,MT,G3000010,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701
315,WY,G3000030,Sheridan County Arpt,726660,44.77,-106.97,82801
316,MT,G3000050,Havre City County Ap,727770,48.55,-109.77,
317,MT,G3000070,Helena Regional Airport,727720,46.6,-111.97,59601
318,MT,G3000090,Billings Logan IntL Arpt,726770,45.8,-108.55,59102
319,MT,G3000110,Glendive Awos,726676,47.13,-104.8,59330
320,MT,G3000130,Great Falls Intl Arpt,727750,47.47,-111.38,59404
321,MT,G3000150,Havre City County Ap,727770,48.55,-109.77,
322,MT,G3000170,Miles City Municipal Arpt,742300,46.43,-105.88,
323,MT,G3000190,Wolf Point Intl  Fort Peck   S,727686,48.31,-105.1,
324,MT,G3000210,Glendive Awos,726676,47.13,-104.8,59330
325,MT,G3000230,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701
326,MT,G3000250,Glendive Awos,726676,47.13,-104.8,59330
327,MT,G3000270,Lewistown Municipal Arpt,726776,47.05,-109.45,59457
328,MT,G3000290,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,
329,MT,G3000310,Bozeman Gallatin Field,726797,45.8,-111.15,59714
330,MT,G3000330,Glasgow Intl Arpt,727680,48.22,-106.62,
331,MT,G3000350,Cut Bank Muni Ap,727796,48.6,-112.37,59427
332,MT,G3000370,Billings Logan IntL Arpt,726770,45.8,-108.55,59102
333,MT,G3000390,Missoula International Ap,727730,46.92,-114.1,
334,MT,G3000410,Havre City County Ap,727770,48.55,-109.77,
335,MT,G3000430,Helena Regional Airport,727720,46.6,-111.97,59601
336,MT,G3000450,Lewistown Municipal Arpt,726776,47.05,-109.45,59457
337,MT,G3000470,Missoula International Ap,727730,46.92,-114.1,
338,MT,G3000490,Helena Regional Airport,727720,46.6,-111.97,59601
339,MT,G3000510,Great Falls Intl Arpt,727750,47.47,-111.38,59404
340,MT,G3000530,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,
341,MT,G3000550,Wolf Point Intl  Fort Peck   S,727686,48.31,-105.1,
342,MT,G3000570,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701
343,MT,G3000590,Bozeman Gallatin Field,726797,45.8,-111.15,59714
344,MT,G3000610,Missoula International Ap,727730,46.92,-114.1,
345,MT,G3000630,Missoula International Ap,727730,46.92,-114.1,
346,MT,G3000650,Billings Logan IntL Arpt,726770,45.8,-108.55,59102
347,MT,G3000670,Livingston Mission Field,726798,45.7,-110.45,
348,MT,G3000690,Lewistown Municipal Arpt,726776,47.05,-109.45,59457
349,MT,G3000710,Glasgow Intl Arpt,727680,48.22,-106.62,
350,MT,G3000730,Cut Bank Intl AP,727690,48.6,-112.367,59427
351,MT,G3000750,Miles City Municipal Arpt,742300,46.43,-105.88,
352,MT,G3000770,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701
353,MT,G3000790,Glendive Awos,726676,47.13,-104.8,59330
354,MT,G3000810,Missoula International Ap,727730,46.92,-114.1,
355,MT,G3000830,Sidney Richland,727687,47.7,-104.2,59270
356,MT,G3000850,Wolf Point Intl  Fort Peck   S,727686,48.31,-105.1,
357,MT,G3000870,Miles City Municipal Arpt,742300,46.43,-105.88,
358,MT,G3000890,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,
359,ND,G3000910,Williston Sloulin Intl Ap,727670,48.2,-103.65,58801
360,MT,G3000930,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701
361,MT,G3000950,Billings Logan IntL Arpt,726770,45.8,-108.55,59102
362,MT,G3000970,Livingston Mission Field,726798,45.7,-110.45,
363,MT,G3000990,Great Falls Intl Arpt,727750,47.47,-111.38,59404
364,MT,G3001010,Cut Bank Intl AP,727690,48.6,-112.367,59427
365,MT,G3001030,Miles City Municipal Arpt,742300,46.43,-105.88,
366,MT,G3001050,Glasgow Intl Arpt,727680,48.22,-106.62,
367,MT,G3001070,Lewistown Municipal Arpt,726776,47.05,-109.45,59457
368,ND,G3001090,Dickinson Municipal Ap,727645,46.8,-102.8,
369,MT,G3001110,Billings Logan IntL Arpt,726770,45.8,-108.55,59102
370,NE,G3100010,Hastings Municipal,725525,40.6,-98.43,68902
371,NE,G3100030,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
372,NE,G3100050,Imperial Faa Ap,725626,40.52,-101.62,69033
373,NE,G3100070,Scottsbluff W B Heilig Field,725660,41.87,-103.6,
374,NE,G3100090,Broken Bow Muni,725555,41.43,-99.65,68822
375,NE,G3100110,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
376,NE,G3100130,Alliance Municipal,725635,42.05,-102.8,
377,NE,G3100150,O Neill Baker Field,725566,42.47,-98.68,
378,NE,G3100170,Ainsworth Municipal,725556,42.58,-100.0,
379,NE,G3100190,Kearney Muni  Awos,725526,40.73,-99.0,68847
380,NE,G3100210,Tekamah  Asos,725527,41.77,-96.17,68061
381,NE,G3100230,Columbus Muni,725565,41.45,-97.33,68601
382,NE,G3100250,Bellevue Offutt Afb,725540,41.12,-95.92,68123
383,SD,G3100270,Chan Gurney Muni,726525,42.92,-97.38,
384,NE,G3100290,Imperial Faa Ap,725626,40.52,-101.62,69033
385,NE,G3100310,Valentine Miller Field,725670,42.87,-100.55,69201
