,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes
77,MT,G3000990,Great Falls Intl Arpt,727750,47.47,-111.38,59404
78,MT,G3001010,Cut Bank Intl AP,727690,48.6,-112.367,59427
79,MT,G3001030,Miles City Municipal Arpt,742300,46.43,-105.88,
80,MT,G3001050,Glasgow Intl Arpt,727680,48.22,-106.62,
81,MT,G3001070,Lewistown Municipal Arpt,726776,47.05,-109.45,59457
82,ND,G3001090,Dickinson Municipal Ap,727645,46.8,-102.8,
83,MT,G3001110,Billings Logan IntL Arpt,726770,45.8,-108.55,59102
84,NE,G3100010,Hastings Municipal,725525,40.6,-98.43,68902
85,NE,G3100030,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
86,NE,G3100050,Imperial Faa Ap,725626,40.52,-101.62,69033
87,NE,G3100070,Scottsbluff W B Heilig Field,725660,41.87,-103.6,
88,NE,G3100090,Broken Bow Muni,725555,41.43,-99.65,68822
89,NE,G3100110,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
90,NE,G3100130,Alliance Municipal,725635,42.05,-102.8,
91,NE,G3100150,O Neill Baker Field,725566,42.47,-98.68,
92,NE,G3100170,Ainsworth Municipal,725556,42.58,-100.0,
93,NE,G3100190,Kearney Muni  Awos,725526,40.73,-99.0,68847
94,NE,G3100210,Tekamah  Asos,725527,41.77,-96.17,68061
95,NE,G3100230,Columbus Muni,725565,41.45,-97.33,68601
96,NE,G3100250,Bellevue Offutt Afb,725540,41.12,-95.92,68123
97,SD,G3100270,Chan Gurney Muni,726525,42.92,-97.38,
98,NE,G3100290,Imperial Faa Ap,725626,40.52,-101.62,69033
99,NE,G3100310,Valentine Miller Field,725670,42.87,-100.55,69201
100,NE,G3100330,Sidney Municipal Ap,725610,41.1,-102.98,69162
101,NE,G3100350,Hastings Municipal,725525,40.6,-98.43,68902
102,NE,G3100370,Columbus Muni,725565,41.45,-97.33,68601
103,NE,G3100390,Fremont Muni Arpt,725564,41.45,-96.52,68025
104,NE,G3100410,Broken Bow Muni,725555,41.43,-99.65,68822
105,IA,G3100430,Sioux City Sioux Gateway Ap,725570,42.38,-96.38,51054
106,NE,G3100450,Chadron Municipal Ap,725636,42.83,-103.08,
107,NE,G3100470,Broken Bow Muni,725555,41.43,-99.65,68822
108,NE,G3100490,Sidney Municipal Ap,725610,41.1,-102.98,69162
109,IA,G3100510,Sioux City Sioux Gateway Ap,725570,42.38,-96.38,51054
110,NE,G3100530,Fremont Muni Arpt,725564,41.45,-96.52,68025
111,NE,G3100550,Omaha Wsfo,725530,41.37,-96.02,68152
112,NE,G3100570,Imperial Faa Ap,725626,40.52,-101.62,69033
113,NE,G3100590,Hastings Municipal,725525,40.6,-98.43,68902
114,NE,G3100610,Brewster Field Arpt,725628,40.45,-99.33,68949
115,NE,G3100630,Mccook Municipal,725625,40.2,-100.58,69001
116,NE,G3100650,Brewster Field Arpt,725628,40.45,-99.33,68949
117,NE,G3100670,Beatrice Municipal,725515,40.3,-96.75,
118,NE,G3100690,Sidney Municipal Ap,725610,41.1,-102.98,69162
119,NE,G3100710,Ord Sharp Field,725524,41.62,-98.95,68862
120,NE,G3100730,Brewster Field Arpt,725628,40.45,-99.33,68949
121,NE,G3100750,Alliance Municipal,725635,42.05,-102.8,
122,NE,G3100770,Ord Sharp Field,725524,41.62,-98.95,68862
123,NE,G3100790,Grand Island Central Ne Regio,725520,40.97,-98.32,68824
124,NE,G3100810,Grand Island Central Ne Regio,725520,40.97,-98.32,68824
125,NE,G3100830,Brewster Field Arpt,725628,40.45,-99.33,68949
126,NE,G3100850,Imperial Faa Ap,725626,40.52,-101.62,69033
127,NE,G3100870,Mccook Municipal,725625,40.2,-100.58,69001
128,NE,G3100890,O Neill Baker Field,725566,42.47,-98.68,
129,NE,G3100910,North Platte Regional Ap,725620,41.12,-100.67,69101
130,NE,G3100930,Grand Island Central Ne Regio,725520,40.97,-98.32,68824
131,NE,G3100950,Beatrice Municipal,725515,40.3,-96.75,
132,NE,G3100970,Beatrice Municipal,725515,40.3,-96.75,
133,NE,G3100990,Kearney Muni  Awos,725526,40.73,-99.0,68847
134,NE,G3101010,Imperial Faa Ap,725626,40.52,-101.62,69033
135,NE,G3101030,Ainsworth Municipal,725556,42.58,-100.0,
136,NE,G3101050,Scottsbluff W B Heilig Field,725660,41.87,-103.6,
137,SD,G3101070,Chan Gurney Muni,726525,42.92,-97.38,
138,NE,G3101090,Lincoln Municipal Arpt,725510,40.83,-96.77,68588
139,NE,G3101110,North Platte Regional Ap,725620,41.12,-100.67,69101
140,NE,G3101130,North Platte Regional Ap,725620,41.12,-100.67,69101
141,NE,G3101150,Broken Bow Muni,725555,41.43,-99.65,68822
142,NE,G3101170,North Platte Regional Ap,725620,41.12,-100.67,69101
143,NE,G3101190,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
144,NE,G3101210,Grand Island Central Ne Regio,725520,40.97,-98.32,68824
145,NE,G3101230,Scottsbluff W B Heilig Field,725660,41.87,-103.6,
146,NE,G3101250,Columbus Muni,725565,41.45,-97.33,68601
147,NE,G3101270,Falls City Brenner,725533,40.08,-95.6,68355
148,NE,G3101290,Hastings Municipal,725525,40.6,-98.43,68902
149,NE,G3101310,Bellevue Offutt Afb,725540,41.12,-95.92,68123
150,NE,G3101330,Falls City Brenner,725533,40.08,-95.6,68355
151,NE,G3101350,Imperial Faa Ap,725626,40.52,-101.62,69033
152,NE,G3101370,Brewster Field Arpt,725628,40.45,-99.33,68949
153,NE,G3101390,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
154,NE,G3101410,Columbus Muni,725565,41.45,-97.33,68601
155,NE,G3101430,Columbus Muni,725565,41.45,-97.33,68601
156,NE,G3101450,Mccook Municipal,725625,40.2,-100.58,69001
157,NE,G3101470,Falls City Brenner,725533,40.08,-95.6,68355
158,NE,G3101490,Ainsworth Municipal,725556,42.58,-100.0,
159,NE,G3101510,Lincoln Municipal Arpt,725510,40.83,-96.77,68588
160,NE,G3101530,Bellevue Offutt Afb,725540,41.12,-95.92,68123
161,NE,G3101550,Fremont Muni Arpt,725564,41.45,-96.52,68025
162,NE,G3101570,Scottsbluff W B Heilig Field,725660,41.87,-103.6,
163,NE,G3101590,Lincoln Municipal Arpt,725510,40.83,-96.77,68588
164,NE,G3101610,Chadron Municipal Ap,725636,42.83,-103.08,
165,NE,G3101630,Ord Sharp Field,725524,41.62,-98.95,68862
166,NE,G3101650,Scottsbluff W B Heilig Field,725660,41.87,-103.6,
167,NE,G3101670,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
168,KS,G3101690,Concordia Blosser Muni Ap,724580,39.55,-97.65,66901
169,NE,G3101710,Ainsworth Municipal,725556,42.58,-100.0,
170,IA,G3101730,Sioux City Sioux Gateway Ap,725570,42.38,-96.38,51054
171,NE,G3101750,Ord Sharp Field,725524,41.62,-98.95,68862
172,NE,G3101770,Omaha Wsfo,725530,41.37,-96.02,68152
173,NE,G3101790,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
174,NE,G3101810,Hastings Municipal,725525,40.6,-98.43,68902
175,NE,G3101830,Ord Sharp Field,725524,41.62,-98.95,68862
176,NE,G3101850,Columbus Muni,725565,41.45,-97.33,68601
177,NV,G3200010,Fallon Naas,724885,39.42,-118.72,
178,NV,G3200030,Las Vegas Mccarran Intl Ap,723860,36.08,-115.15,89154
179,CA,G3200050,Truckee Tahoe,725846,39.32,-120.13,
180,NV,G3200070,Elko Municipal Arpt,725825,40.83,-115.8,89890
181,NV,G3200090,Tonopah Airport,724855,38.07,-117.08,
182,NV,G3200110,Elko Municipal Arpt,725825,40.83,-115.8,89890
183,NV,G3200130,Winnemucca Municipal Arpt,725830,40.9,-117.8,88944
184,NV,G3200150,Winnemucca Municipal Arpt,725830,40.9,-117.8,88944
185,UT,G3200170,Cedar City Municipal Ap,724755,37.7,-113.1,84720
186,NV,G3200190,Reno Tahoe International Ap,724880,39.48,-119.77,89502
187,NV,G3200210,Fallon Naas,724885,39.42,-118.72,
188,NV,G3200230,Mercury Desert Rock Ap  Surfra,723870,36.63,-116.02,89023
189,NV,G3200270,Lovelock Derby Field,725805,40.07,-118.55,
190,NV,G3200290,Reno Tahoe International Ap,724880,39.48,-119.77,89502
191,NV,G3200310,Reno Tahoe International Ap,724880,39.48,-119.77,89502
192,NV,G3200330,Ely Yelland Field,724860,39.3,-114.85,89301
193,NH,G3300010,Laconia Muni  Awos,726155,43.57,-71.42,03249
194,NH,G3300030,Laconia Muni  Awos,726155,43.57,-71.42,03249
195,NH,G3300050,Dillant Hopkins,726165,42.9,-72.27,03446
196,NH,G3300070,Berlin Municipal,726160,44.58,-71.18,03588
197,NH,G3300090,Lebanon Municipal,726116,43.63,-72.3,03784
198,NH,G3300110,Manchester Airport,743945,42.93,-71.43,03103
199,NH,G3300130,Concord Municipal Arpt,726050,43.2,-71.5,03305
200,MA,G3300150,Lawrence Muni,744904,42.72,-71.12,01842
201,NH,G3300170,Pease Intl Tradepor,726055,43.08,-70.82,03801
202,VT,G3300190,Springfield Hartnes,726115,43.35,-72.52,05151
203,NJ,G3400010,Atlantic City Intl Ap,724070,39.45,-74.57,08240
204,NJ,G3400030,Teterboro Airport,725025,40.85,-74.07,07608
205,PA,G3400050,Philadelphia Ne Philadelphia,724085,40.08,-75.02,19114
206,PA,G3400070,Philadelphia International Ap,724080,39.87,-75.23,19113
207,NJ,G3400090,Cape May Co,745966,39.0,-74.92,08204
208,NJ,G3400110,Millville Municipal Ap,724075,39.37,-75.08,08332
209,NJ,G3400130,Newark International Arpt,725020,40.72,-74.18,07104
210,PA,G3400150,Philadelphia International Ap,724080,39.87,-75.23,19113
211,NY,G3400170,New York Central Prk Obs Belv,725033,40.78,-73.97,10024
212,NJ,G3400190,Trenton Mercer County Ap,724095,40.28,-74.82,08628
213,NJ,G3400210,Trenton Mercer County Ap,724095,40.28,-74.82,08628
214,NJ,G3400230,Newark International Arpt,725020,40.72,-74.18,07104
215,NJ,G3400250,Belmar Asc,724084,40.18,-74.07,07719
216,NJ,G3400270,Teterboro Airport,725025,40.85,-74.07,07608
217,NJ,G3400290,Belmar Asc,724084,40.18,-74.07,07719
218,NJ,G3400310,Caldwell Essex Co,724094,40.88,-74.28,07004
219,DE,G3400330,Wilmington New Castle Cnty Ap,724089,39.67,-75.6,19720
220,NJ,G3400350,Trenton Mercer County Ap,724095,40.28,-74.82,08628
221,NJ,G3400370,Teterboro Airport,725025,40.85,-74.07,07608
222,NJ,G3400390,Newark International Arpt,725020,40.72,-74.18,07104
223,PA,G3400410,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032
224,NM,G3500010,Albuquerque Intl Arpt  Isis,723650,35.04,-106.62,87106
225,AZ,G3500030,Show Low Municipal,723747,34.27,-110.0,85901
226,NM,G3500050,Roswell Industrial Air Park,722680,33.3,-104.53,88203
227,NM,G3500070,Taos Muni Apt Awos,723663,36.45,-105.67,87529
228,NM,G3500090,Clovis Cannon Afb,722686,34.38,-103.32,88103
229,NM,G3500110,Clovis Cannon Afb,722686,34.38,-103.32,88103
230,NM,G3500130,Las Cruces Intl,722695,32.28,-106.92,
231,NM,G3500150,Carlsbad Cavern City Air Term,722687,32.33,-104.27,
232,NM,G3500170,Truth Or Consequences Muni Ap,722710,33.23,-107.27,
233,NM,G3500190,Las Vegas Municipal Arpt,723677,35.65,-105.15,
234,NM,G3500210,Tucumcari Faa Ap,723676,35.18,-103.6,
235,NM,G3500230,Deming Muni,722725,32.25,-107.72,88030
236,TX,G3500250,Wink Winkler County Ap,722656,31.78,-103.2,79789
237,NM,G3500270,Sierra Blanca Rgnl,722683,33.47,-105.53,
238,NM,G3500290,Deming Muni,722725,32.25,-107.72,88030
239,NM,G3500310,Gallup Sen Clarke Fld,723627,35.52,-108.78,87301
240,NM,G3500330,Las Vegas Municipal Arpt,723677,35.65,-105.15,
241,NM,G3500350,Holloman Afb,747320,32.85,-106.1,
242,NM,G3500370,Tucumcari Faa Ap,723676,35.18,-103.6,
243,NM,G3500390,Taos Muni Apt Awos,723663,36.45,-105.67,87529
244,NM,G3500410,Clovis Cannon Afb,722686,34.38,-103.32,88103
245,NM,G3500430,Albuquerque Intl Arpt  Isis,723650,35.04,-106.62,87106
246,NM,G3500450,Farmington Four Corners Regl,723658,36.75,-108.23,
247,NM,G3500470,Las Vegas Municipal Arpt,723677,35.65,-105.15,
248,NM,G3500490,Sata Fe County Municipal Ap,723656,35.62,-106.08,87507
249,NM,G3500510,Truth Or Consequences Muni Ap,722710,33.23,-107.27,
250,NM,G3500530,Albuquerque Intl Arpt  Isis,723650,35.04,-106.62,87106
251,NM,G3500550,Taos Muni Apt Awos,723663,36.45,-105.67,87529
252,NM,G3500570,Sata Fe County Municipal Ap,723656,35.62,-106.08,87507
253,NM,G3500590,Clayton Municipal Airpark,723600,36.45,-103.15,
254,NM,G3500610,Albuquerque Intl Arpt  Isis,723650,35.04,-106.62,87106
255,NY,G3600010,Albany County Ap,725180,42.75,-73.8,12205
256,PA,G3600030,Bradford Regional Ap,725266,41.8,-78.63,
257,NY,G3600050,New York Laguardia Arpt,725030,40.78,-73.88,11371
258,NY,G3600070,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905
259,PA,G3600090,Bradford Regional Ap,725266,41.8,-78.63,
260,NY,G3600110,Syracuse Hancock IntL Arpt,725190,43.12,-76.1,13212
261,NY,G3600130,Jamestown  Awos,725235,42.15,-79.27,14701
262,NY,G3600150,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
263,NY,G3600170,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905
264,VT,G3600190,Burlington International Ap,726170,44.47,-73.15,05403
265,NY,G3600210,Albany County Ap,725180,42.75,-73.8,12205
266,NY,G3600230,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905
267,NY,G3600250,Monticello Awos,725145,41.7,-74.8,12762
268,NY,G3600270,Poughkeepsie Dutchess Co Ap,725036,41.63,-73.88,12590
269,NY,G3600290,Buffalo Niagara Intl Ap,725280,42.93,-78.73,14225
270,NY,G3600310,Adirondack Rgnl,726228,44.38,-74.2,12945
271,NY,G3600330,Adirondack Rgnl,726228,44.38,-74.2,12945
272,NY,G3600350,Albany County Ap,725180,42.75,-73.8,12205
273,NY,G3600370,Rochester Greater Rochester I,725290,43.12,-77.68,14624
274,NY,G3600390,Albany County Ap,725180,42.75,-73.8,12205
275,NY,G3600410,Adirondack Rgnl,726228,44.38,-74.2,12945
276,NY,G3600430,Utica Oneida County Ap,725197,43.15,-75.38,13424
277,NY,G3600450,Watertown Ap,726227,44.0,-76.02,13634
278,NY,G3600470,New York-Central Park Observatory-Belevedere Castle,725053,40.7793,-73.9691,
279,NY,G3600490,Fort Drum Wheeler S,743700,44.05,-75.72,13643
280,NY,G3600510,Rochester Greater Rochester I,725290,43.12,-77.68,14624
281,NY,G3600530,Utica Oneida County Ap,725197,43.15,-75.38,13424
282,NY,G3600550,Rochester Greater Rochester I,725290,43.12,-77.68,14624
283,NY,G3600570,Albany County Ap,725180,42.75,-73.8,12205
284,NY,G3600590,Republic,744864,40.72,-73.42,11735
285,NY,G3600610,New York-Central Park Observatory-Belevedere Castle,725053,40.7793,-73.9691,
286,NY,G3600630,Niagara Falls Af,725287,43.1,-78.95,14304
287,NY,G3600650,Utica Oneida County Ap,725197,43.15,-75.38,13424
288,NY,G3600670,Syracuse Hancock IntL Arpt,725190,43.12,-76.1,13212
289,NY,G3600690,Rochester Greater Rochester I,725290,43.12,-77.68,14624
290,NY,G3600710,Stewart Field,725038,41.5,-74.1,12475
291,NY,G3600730,Rochester Greater Rochester I,725290,43.12,-77.68,14624
292,NY,G3600750,Syracuse Hancock IntL Arpt,725190,43.12,-76.1,13212
293,NY,G3600770,Utica Oneida County Ap,725197,43.15,-75.38,13424
294,CT,G3600790,Danbury Municipal,725086,41.37,-73.48,06813
295,NY,G3600810,New York Laguardia Arpt,725030,40.78,-73.88,11371
296,NY,G3600830,Albany County Ap,725180,42.75,-73.8,12205
297,NJ,G3600850,Newark International Arpt,725020,40.72,-74.18,07104
298,NY,G3600870,White Plains Westchester Co A,725037,41.07,-73.72,10577
299,NY,G3600890,Massena Ap,726223,44.93,-74.85,13662
300,NY,G3600910,Albany County Ap,725180,42.75,-73.8,12205
301,NY,G3600930,Albany County Ap,725180,42.75,-73.8,12205
302,NY,G3600950,Albany County Ap,725180,42.75,-73.8,12205
303,NY,G3600970,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
304,NY,G3600990,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
305,NY,G3601010,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
306,NY,G3601030,Islip-Long Island MacArthur AP,725050,40.79,-73.1,11779
307,NY,G3601050,Monticello Awos,725145,41.7,-74.8,12762
308,NY,G3601070,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905
309,NY,G3601090,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905
310,NY,G3601110,Poughkeepsie Dutchess Co Ap,725036,41.63,-73.88,12590
311,NY,G3601130,Glens Falls Ap,725185,43.35,-73.62,12804
312,NY,G3601150,Glens Falls-Bennett Meml AP,725220,43.35,-73.617,12804
313,NY,G3601170,Rochester Greater Rochester I,725290,43.12,-77.68,14624
314,NY,G3601190,White Plains Westchester Co A,725037,41.07,-73.72,10577
315,NY,G3601210,Buffalo Niagara Intl Ap,725280,42.93,-78.73,14225
316,NY,G3601230,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
317,VA,G3700010,Danville Faa Ap,724106,36.57,-79.33,24586
318,NC,G3700030,Hickory Regional Ap,723145,35.73,-81.38,28601
319,WV,G3700050,Beckley Raleigh Co Mem Ap,724120,37.8,-81.12,25813
320,NC,G3700070,Southern Pines Awos,723143,35.23,-79.4,28327
321,WV,G3700090,Beckley Raleigh Co Mem Ap,724120,37.8,-81.12,25813
322,TN,G3700110,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,
323,NC,G3700130,Pitt Greenville Arp,723065,35.63,-77.4,27834
324,VA,G3700150,Franklin Naas,723083,36.7,-76.9,23315
325,NC,G3700170,Fayetteville Rgnl G,723035,34.98,-78.88,28306
326,NC,G3700190,Wilmington International Arpt,723013,34.27,-77.9,28405
327,NC,G3700210,Asheville Regional Arpt,723150,35.43,-82.53,28704
328,NC,G3700230,Hickory Rgnl AP,723010,35.733,-81.383,28601
329,NC,G3700250,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
330,NC,G3700270,Hickory Rgnl AP,723010,35.733,-81.383,28601
331,NC,G3700290,Elizabeth City Coast Guard Ai,746943,36.3,-76.25,27909
332,NC,G3700310,Cherry Point Mcas,723090,34.9,-76.88,28532
333,VA,G3700330,Danville Faa Ap,724106,36.57,-79.33,24586
334,NC,G3700350,Hickory Regional Ap,723145,35.73,-81.38,28601
335,NC,G3700370,Raleigh Durham International,723060,35.87,-78.78,27617
336,TN,G3700390,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
337,NC,G3700410,Elizabeth City Coast Guard Ai,746943,36.3,-76.25,27909
338,TN,G3700430,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
339,NC,G3700450,Hickory Regional Ap,723145,35.73,-81.38,28601
340,SC,G3700470,North Myrtle Beach Grand Stra,747915,33.82,-78.72,29598
341,NC,G3700490,New Bern Craven Co Regl Ap,723095,35.07,-77.05,28562
342,NC,G3700510,Fort Bragg Simmons Aaf,746930,35.13,-78.93,28311
343,NC,G3700530,Elizabeth City Rgnl AP-CGAS Elizabeth City,723070,36.26,-76.179,27909
344,NC,G3700550,Dare Co Rgnl,723046,35.92,-75.7,27954
345,NC,G3700570,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
346,NC,G3700590,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
347,NC,G3700610,Jacksonville  Awos,723069,34.83,-77.62,
348,NC,G3700630,Raleigh Durham International,723060,35.87,-78.78,27617
349,NC,G3700650,Pitt Greenville Arp,723065,35.63,-77.4,27834
350,NC,G3700670,Winston Salem Reynolds Ap,723193,36.13,-80.22,27105
351,NC,G3700690,Raleigh Durham International,723060,35.87,-78.78,27617
352,NC,G3700710,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
353,VA,G3700730,Franklin Naas,723083,36.7,-76.9,23315
354,TN,G3700750,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
355,NC,G3700770,Raleigh Durham International,723060,35.87,-78.78,27617
356,NC,G3700790,Kinston Stallings Afb,723067,35.32,-77.63,28503
357,NC,G3700810,Greensboro Piedmont Triad Int,723170,36.1,-79.95,27410
358,NC,G3700830,Rocky Mount Wilson,723068,35.85,-77.9,27822
359,NC,G3700850,Raleigh Durham International,723060,35.87,-78.78,27617
360,NC,G3700870,Asheville Regional Arpt,723150,35.43,-82.53,28704
361,NC,G3700890,Asheville Regional Arpt,723150,35.43,-82.53,28704
362,VA,G3700910,Franklin Naas,723083,36.7,-76.9,23315
363,NC,G3700930,Fayetteville Pope Afb,723030,35.17,-79.02,28308
364,NC,G3700950,Cape Hatteras Nws Bldg,723040,35.27,-75.55,27920
365,NC,G3700970,Hickory Regional Ap,723145,35.73,-81.38,28601
366,NC,G3700990,Asheville Regional Arpt,723150,35.43,-82.53,28704
367,NC,G3701010,Goldsboro Seymour Johnson Afb,723066,35.35,-77.97,27531
368,NC,G3701030,New Bern Craven Co Regl Ap,723095,35.07,-77.05,28562
369,NC,G3701050,Raleigh Durham International,723060,35.87,-78.78,27617
370,NC,G3701070,Kinston Stallings Afb,723067,35.32,-77.63,28503
371,NC,G3701090,Hickory Regional Ap,723145,35.73,-81.38,28601
372,NC,G3701110,Asheville Regional Arpt,723150,35.43,-82.53,28704
373,NC,G3701130,Asheville Regional Arpt,723150,35.43,-82.53,28704
374,NC,G3701150,Asheville Regional Arpt,723150,35.43,-82.53,28704
375,NC,G3701170,Pitt Greenville Arp,723065,35.63,-77.4,27834
