,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes
144,AR,G501210,Walnut Ridge  Awos,723406,36.13,-90.92,
145,TN,G501230,Memphis International Ap,723340,35.07,-89.98,38131
146,AR,G501250,Little Rock Adams Field,723403,34.75,-92.23,72114
147,AR,G501270,Fort Smith Regional Ap,723440,35.33,-94.37,72903
148,AR,G501290,Batesville  Awos,723448,35.73,-91.65,72501
149,AR,G501310,Fort Smith Regional Ap,723440,35.33,-94.37,72903
150,AR,G501330,Texarkana Webb Field,723418,33.45,-94.0,71854
151,AR,G501350,Batesville  Awos,723448,35.73,-91.65,72501
152,AR,G501370,Batesville  Awos,723448,35.73,-91.65,72501
153,AR,G501390,El Dorado Goodwin Field,723419,33.22,-92.82,
154,AR,G501410,Little Rock Afb,723405,34.92,-92.15,72099
155,AR,G501430,Fayetteville Drake Field,723445,36.0,-94.17,72703
156,AR,G501450,Batesville  Awos,723448,35.73,-91.65,72501
157,AR,G501470,Batesville  Awos,723448,35.73,-91.65,72501
158,AR,G501490,Memorial Fld,723415,34.47,-93.1,71913
159,CA,G600010,Hayward Air Term,724935,37.67,-122.12,94541
160,CA,G600030,South Lake Tahoe,725847,38.9,-120.0,96150
161,CA,G600050,South Lake Tahoe,725847,38.9,-120.0,96150
162,CA,G600070,Yuba Co,724838,39.1,-121.57,95961
163,CA,G600090,South Lake Tahoe,725847,38.9,-120.0,96150
164,CA,G600110,Yuba Co,724838,39.1,-121.57,95961
165,CA,G600130,Concord Concord Buchanan Fiel,724936,38.0,-122.05,94520
166,CA,G600150,Crescent City Faa Ai,725946,41.78,-124.23,
167,CA,G600170,South Lake Tahoe,725847,38.9,-120.0,96150
168,CA,G600190,Fresno Yosemite Intl Ap,723890,36.78,-119.72,93727
169,CA,G600210,Red Bluff Municipal Arpt,725910,40.15,-122.25,96080
170,CA,G600230,Arcata Airport,725945,40.98,-124.1,95519
171,CA,G600250,Imperial,747185,32.83,-115.58,92251
172,CA,G600270,Bishop Airport,724800,37.37,-118.35,93515
173,CA,G600290,Bakersfield Meadows Field,723840,35.43,-119.05,93302
174,CA,G600310,Lemoore Reeves Nas,747020,36.33,-119.95,
175,CA,G600330,Santa Rosa  Awos,724957,38.52,-122.82,95492
176,CA,G600350,Alturas,725958,41.5,-120.53,
177,CA,G600370,Jack Northrop Fld H,722956,33.92,-118.33,90250
178,CA,G600390,Fresno Yosemite Intl Ap,723890,36.78,-119.72,93727
179,CA,G600410,Napa Co  Airport,724955,38.22,-122.28,94503
180,CA,G600430,Merced Macready Fld,724815,37.28,-120.52,95341
181,CA,G600450,Ukiah Municipal Ap,725905,39.13,-123.2,95482
182,CA,G600470,Merced Macready Fld,724815,37.28,-120.52,95341
183,CA,G600490,Alturas,725958,41.5,-120.53,
184,CA,G600510,Bishop Airport,724800,37.37,-118.35,93515
185,CA,G600530,Salinas Muni AP,725930,36.667,-121.6,93905
186,CA,G600550,Napa Co  Airport,724955,38.22,-122.28,94503
187,CA,G600570,Truckee Tahoe,725846,39.32,-120.13,
188,CA,G600590,Santa Ana John Wayne Ap,722977,33.68,-117.87,92626
189,CA,G600610,Beale Afb,724837,39.13,-121.43,95903
190,CA,G600630,Truckee Tahoe,725846,39.32,-120.13,
191,CA,G600650,March Afb,722860,33.9,-117.25,92518
192,CA,G600670,Sacramento Executive Arpt,724830,38.5,-121.5,95822
193,CA,G600690,Salinas Municipal Ap,724917,36.67,-121.6,93905
194,CA,G600710,Riverside Muni,722869,33.95,-117.45,92504
195,CA,G600730,San Diego Miramar Nas,722930,32.87,-117.13,92137
196,CA,G600750,San Francisco Intl Ap,724940,37.62,-122.4,94066
197,CA,G600770,Stockton Metropolitan Arpt,724920,37.9,-121.23,95213
198,CA,G600790,San Luis Co Rgnl,722897,35.23,-120.63,93401
199,CA,G600810,San Francisco Intl Ap,724940,37.62,-122.4,94066
200,CA,G600830,Santa Barbara Municipal Ap,723925,34.43,-119.85,93117
201,CA,G600850,San Jose Intl Ap,724945,37.37,-121.93,95110
202,CA,G600870,San Jose Intl Ap,724945,37.37,-121.93,95110
203,CA,G600890,Redding Municipal Arpt,725920,40.52,-122.32,
204,CA,G600910,Truckee Tahoe,725846,39.32,-120.13,
205,CA,G600930,Montague Siskiyou County Ap,725955,41.78,-122.47,
206,CA,G600950,Travis Field Afb,745160,38.27,-121.93,94535
207,CA,G600970,Santa Rosa  Awos,724957,38.52,-122.82,95492
208,CA,G600990,Modesto City County Ap,724926,37.63,-120.95,95354
209,CA,G601010,Yuba Co,724838,39.1,-121.57,95961
210,CA,G601030,Red Bluff Municipal Arpt,725910,40.15,-122.25,96080
211,CA,G601050,Redding Municipal Arpt,725920,40.52,-122.32,
212,CA,G601070,Visalia Muni  Awos,723896,36.32,-119.4,93227
213,CA,G601090,South Lake Tahoe,725847,38.9,-120.0,96150
214,CA,G601110,Camarillo  Awos,723926,34.22,-119.08,93010
215,CA,G601130,Sacramento Metropolitan Ap,724839,38.7,-121.58,95837
216,CA,G601150,Yuba Co,724838,39.1,-121.57,95961
217,CO,G800010,Aurora Buckley Field Angb,724695,39.72,-104.75,80018
218,CO,G800030,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101
219,CO,G800050,Aurora Buckley Field Angb,724695,39.72,-104.75,80018
220,CO,G800070,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101
221,NM,G800090,Clayton Municipal Airpark,723600,36.45,-103.15,
222,CO,G800110,La Junta Municipal Ap,724635,38.05,-103.53,81030
223,CO,G800130,Broomfield Jeffco  Boulder   S,724699,40.13,-105.24,80544
224,CO,G800150,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101
225,CO,G800170,Lamar Municipal,724636,38.07,-102.68,
226,CO,G800190,Leadville Lake Co,724673,39.22,-106.32,80461
227,CO,G800210,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101
228,NM,G800230,Taos Muni Apt Awos,723663,36.45,-105.67,87529
229,CO,G800250,La Junta Municipal Ap,724635,38.05,-103.53,81030
230,CO,G800270,Pueblo Memorial Ap,724640,38.28,-104.5,81006
231,CO,G800290,Montrose Co  Arpt,724765,38.5,-107.9,81401
232,CO,G800310,Aurora Buckley Field Angb,724695,39.72,-104.75,80018
233,CO,G800330,Cortez Montezuma Co,724767,37.3,-108.63,
234,CO,G800350,Aurora Buckley Field Angb,724695,39.72,-104.75,80018
235,CO,G800370,Eagle County Ap,724675,39.65,-106.92,81637
236,CO,G800390,Aurora Buckley Field Angb,724695,39.72,-104.75,80018
237,CO,G800410,Colorado Springs Muni Ap,724660,38.82,-104.72,80916
238,CO,G800430,Colorado Springs Muni Ap,724660,38.82,-104.72,80916
239,CO,G800450,Rifle Garfield Rgnl,725717,39.53,-107.72,81650
240,CO,G800470,Leadville Lake Co,724673,39.22,-106.32,80461
241,CO,G800490,Leadville Lake Co,724673,39.22,-106.32,80461
242,CO,G800510,Gunnison Co   Awos,724677,38.53,-106.93,
243,CO,G800530,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101
244,CO,G800550,Pueblo Memorial Ap,724640,38.28,-104.5,81006
245,CO,G800570,Hayden Yampa  Awos,725715,40.48,-107.22,81639
246,CO,G800590,Denver Centennial  Golden   Nr,724666,39.74,-105.18,80401
247,CO,G800610,Lamar Municipal,724636,38.07,-102.68,
248,CO,G800630,Akron Washington Co Ap,724698,40.17,-103.23,80720
249,CO,G800650,Leadville Lake Co,724673,39.22,-106.32,80461
250,CO,G800670,Durango La Plata Co,724625,37.15,-107.75,
251,CO,G800690,Fort Collins  Awos,724769,40.45,-105.02,80538
252,CO,G800710,Trinidad Las Animas County Ap,724645,37.27,-104.33,81046
253,CO,G800730,Limon,724665,39.18,-103.72,
254,CO,G800750,Akron Washington Co Ap,724698,40.17,-103.23,80720
255,CO,G800770,Grand Junction Walker Field,724760,39.13,-108.53,81506
256,CO,G800790,Gunnison Co   Awos,724677,38.53,-106.93,
257,CO,G800810,Craig Moffat,725700,40.5,-107.53,81625
258,CO,G800830,Cortez Montezuma Co,724767,37.3,-108.63,
259,CO,G800850,Montrose Co  Arpt,724765,38.5,-107.9,81401
260,CO,G800870,Akron Washington Co Ap,724698,40.17,-103.23,80720
261,CO,G800890,La Junta Municipal Ap,724635,38.05,-103.53,81030
262,CO,G800910,Eagle County Ap,724675,39.65,-106.92,81637
263,CO,G800930,Leadville Lake Co,724673,39.22,-106.32,80461
264,CO,G800950,Akron Washington Co Ap,724698,40.17,-103.23,80720
265,CO,G800970,Aspen Pitkin Co Sar,724676,39.22,-106.87,81611
266,CO,G800990,Lamar Municipal,724636,38.07,-102.68,
267,CO,G801010,Pueblo Memorial Ap,724640,38.28,-104.5,81006
268,CO,G801030,Craig Moffat,725700,40.5,-107.53,81625
269,CO,G801050,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101
270,CO,G801070,Hayden Yampa  Awos,725715,40.48,-107.22,81639
271,CO,G801090,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101
272,CO,G801110,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101
273,CO,G801130,Montrose Co  Arpt,724765,38.5,-107.9,81401
274,CO,G801150,Akron Washington Co Ap,724698,40.17,-103.23,80720
275,CO,G801170,Leadville Lake Co,724673,39.22,-106.32,80461
276,CO,G801190,Colorado Springs Muni Ap,724660,38.82,-104.72,80916
277,CO,G801210,Akron Washington Co Ap,724698,40.17,-103.23,80720
278,CO,G801230,Greeley Weld  Awos,724768,40.43,-104.63,
279,CO,G801250,Akron Washington Co Ap,724698,40.17,-103.23,80720
280,CT,G900010,Danbury Municipal,725086,41.37,-73.48,06813
281,CT,G900030,Hartford Brainard Fd,725087,41.73,-72.65,06109
282,CT,G900050,Oxford  Awos,725029,41.48,-73.13,
283,CT,G900070,Hartford Brainard Fd,725087,41.73,-72.65,06109
284,CT,G900090,New Haven Tweed Airport,725045,41.27,-72.88,06512
285,CT,G900110,Groton New London Ap,725046,41.33,-72.05,06340
286,CT,G900130,Hartford Brainard Fd,725087,41.73,-72.65,06109
287,MA,G900150,Worcester Rgnl AP,725100,42.267,-71.883,1602
288,DE,G1000010,Dover Afb,724088,39.13,-75.47,19961
289,DE,G1000030,Wilmington New Castle Cnty Ap,724089,39.67,-75.6,19720
290,MD,G1000050,Salisbury-Ocean City-Wicomico Rgnl AP,723980,38.333,-75.517,21804
291,VA,G1100010,Washington Dc Reagan Ap,724050,38.87,-77.03,20242
292,FL,G1200010,Gainesville Rgnl AP,747560,29.7,-82.283,32609
293,FL,G1200030,Jacksonville Nas,722065,30.23,-81.67,32212
294,FL,G1200050,Panama City Bay Co,722245,30.2,-85.68,32405
295,FL,G1200070,Gainesville Regional Ap,722146,29.7,-82.28,32609
296,FL,G1200090,Melbourne Regional Ap,722040,28.12,-80.65,32935
297,FL,G1200110,Fort Lauderdale,722039,26.2,-80.17,33309
298,FL,G1200130,Tyndall Afb,747750,30.07,-85.58,32403
299,FL,G1200150,Fort Myers Page Field,722106,26.58,-81.87,33907
300,FL,G1200170,Ocala Muni  Awos,722055,29.17,-82.22,34474
301,FL,G1200190,Jacksonville Nas,722065,30.23,-81.67,32212
302,FL,G1200210,Naples Municipal,722038,26.15,-81.77,34104
303,FL,G1200230,Gainesville Rgnl AP,747560,29.7,-82.283,32609
304,FL,G1200270,Fort Myers Page Field,722106,26.58,-81.87,33907
305,FL,G1200290,Gainesville Rgnl AP,747560,29.7,-82.283,32609
306,FL,G1200310,Jacksonville Nas,722065,30.23,-81.67,32212
307,FL,G1200330,Pensacola Regional Ap,722223,30.48,-87.18,32504
308,FL,G1200350,Daytona Beach Intl AP,747870,29.183,-81.067,32114
309,FL,G1200370,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
310,FL,G1200390,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
311,FL,G1200410,Gainesville Rgnl AP,747560,29.7,-82.283,32609
312,FL,G1200430,Southwest Florida I,722108,26.53,-81.75,33913
313,FL,G1200450,Tyndall Afb,747750,30.07,-85.58,32403
314,GA,G1200470,Valdosta Wb Airport,722166,30.78,-83.28,31601
315,FL,G1200490,Lakeland Linder Rgn,722119,27.98,-82.02,33811
316,FL,G1200510,Southwest Florida I,722108,26.53,-81.75,33913
317,FL,G1200530,Tampa International Ap,722110,27.97,-82.53,33607
318,FL,G1200550,Lakeland Linder Rgn,722119,27.98,-82.02,33811
319,FL,G1200570,Tampa International Ap,722110,27.97,-82.53,33607
320,FL,G1200590,Panama City Bay Co,722245,30.2,-85.68,32405
321,FL,G1200610,Vero Beach Municipal Arpt,722045,27.65,-80.42,32960
322,FL,G1200630,Panama City Bay Co,722245,30.2,-85.68,32405
323,FL,G1200650,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
324,GA,G1200670,Valdosta Wb Airport,722166,30.78,-83.28,31601
325,FL,G1200690,Orlando Executive Ap,722053,28.55,-81.33,32807
326,FL,G1200710,Fort Myers Page Field,722106,26.58,-81.87,33907
327,FL,G1200730,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
328,FL,G1200750,Ocala Muni  Awos,722055,29.17,-82.22,34474
329,FL,G1200770,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
330,GA,G1200790,Valdosta Wb Airport,722166,30.78,-83.28,31601
331,FL,G1200810,Sarasota Bradenton,722115,27.38,-82.55,34234
332,FL,G1200830,Ocala Muni  Awos,722055,29.17,-82.22,34474
333,FL,G1200850,St Lucie Co Intl,722103,27.48,-80.37,34946
334,FL,G1200870,Marathon Airport,722016,24.73,-81.05,33050
335,FL,G1200890,Jacksonville Intl Arpt,722060,30.5,-81.7,
336,FL,G1200910,Valparaiso Elgin Afb,722210,30.48,-86.52,32580
337,FL,G1200930,St Lucie Co Intl,722103,27.48,-80.37,34946
338,FL,G1200950,Orlando Executive Ap,722053,28.55,-81.33,32807
339,FL,G1200970,Orlando Intl Arpt,722050,28.43,-81.33,32862
340,FL,G1200990,West Palm Beach Intl Arpt,722030,26.68,-80.1,33406
341,FL,G1201010,Tampa International Ap,722110,27.97,-82.53,33607
342,FL,G1201030,St Petersburg Clear,722116,27.9,-82.68,33762
343,FL,G1201050,Lakeland Linder Rgn,722119,27.98,-82.02,33811
344,FL,G1201070,Gainesville Regional Ap,722146,29.7,-82.28,32609
345,FL,G1201090,Jacksonville Nas,722065,30.23,-81.67,32212
346,FL,G1201110,St Lucie Co Intl,722103,27.48,-80.37,34946
347,FL,G1201130,Pensacola Regional Ap,722223,30.48,-87.18,32504
348,FL,G1201150,Sarasota Bradenton,722115,27.38,-82.55,34234
349,FL,G1201170,Orlando Sanford Airport,722057,28.78,-81.25,32773
350,FL,G1201190,Ocala Muni  Awos,722055,29.17,-82.22,34474
351,GA,G1201210,Valdosta Wb Airport,722166,30.78,-83.28,31601
352,GA,G1201230,Valdosta Wb Airport,722166,30.78,-83.28,31601
353,FL,G1201250,Gainesville Rgnl AP,747560,29.7,-82.283,32609
354,FL,G1201270,Daytona Beach Intl Ap,722056,29.18,-81.07,32114
355,FL,G1201290,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
356,FL,G1201310,Valparaiso Elgin Afb,722210,30.48,-86.52,32580
357,FL,G1201330,Panama City Bay Co,722245,30.2,-85.68,32405
358,GA,G1300010,Alma-Bacon County AP,723160,31.533,-82.5,31510
359,GA,G1300030,Albany Dougherty County Ap,722160,31.53,-84.18,31707
360,GA,G1300050,Alma-Bacon County AP,723160,31.533,-82.5,31510
361,GA,G1300070,Albany Dougherty County Ap,722160,31.53,-84.18,31707
362,GA,G1300090,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
363,GA,G1300110,Athens Ben Epps Ap,723110,33.95,-83.33,30605
364,GA,G1300130,Athens Ben Epps Ap,723110,33.95,-83.33,30605
365,GA,G1300150,Marietta Dobbins Afb,722270,33.92,-84.52,30069
366,GA,G1300170,Albany Dougherty County Ap,722160,31.53,-84.18,31707
367,GA,G1300190,Moody Afb Valdosta,747810,30.97,-83.2,31699
368,GA,G1300210,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
369,GA,G1300230,Warner Robins Afb,722175,32.63,-83.6,31098
370,GA,G1300250,Brunswick Golden Is,722136,31.25,-81.47,31524
371,GA,G1300270,Valdosta Wb Airport,722166,30.78,-83.28,31601
372,GA,G1300290,Savannah Intl Ap,722070,32.12,-81.2,31418
373,GA,G1300310,Augusta Bush Field,722180,33.37,-81.97,
374,GA,G1300330,Augusta Bush Field,722180,33.37,-81.97,
375,GA,G1300350,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
376,GA,G1300370,Albany Dougherty County Ap,722160,31.53,-84.18,31707
377,FL,G1300390,Jacksonville Intl Arpt,722060,30.5,-81.7,
378,GA,G1300430,Savannah Intl Ap,722070,32.12,-81.2,31418
379,GA,G1300450,Fulton Co Arpt Brow,722195,33.77,-84.52,30318
380,TN,G1300470,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
381,FL,G1300490,Jacksonville Intl Arpt,722060,30.5,-81.7,
382,GA,G1300510,Hunter Aaf,747804,32.0,-81.15,31409
383,GA,G1300530,Fort Benning Lawson,722250,32.35,-85.0,36856
384,GA,G1300550,Rome R B Russell Ap,723200,34.35,-85.17,30165
385,GA,G1300570,Marietta Dobbins Afb,722270,33.92,-84.52,30069
386,GA,G1300590,Athens Ben Epps Ap,723110,33.95,-83.33,30605
387,AL,G1300610,Dothan Municipal Ap,722268,31.23,-85.43,36301
388,GA,G1300630,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
389,GA,G1300650,Moody Afb Valdosta,747810,30.97,-83.2,31699
390,GA,G1300670,Marietta Dobbins Afb,722270,33.92,-84.52,30069
391,GA,G1300690,Albany Dougherty County Ap,722160,31.53,-84.18,31707
392,GA,G1300710,Moody Afb Valdosta,747810,30.97,-83.2,31699
393,GA,G1300730,Augusta Bush Field,722180,33.37,-81.97,
394,GA,G1300750,Moody Afb Valdosta,747810,30.97,-83.2,31699
395,GA,G1300770,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
396,GA,G1300790,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
397,GA,G1300810,Albany Dougherty County Ap,722160,31.53,-84.18,31707
398,TN,G1300830,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
399,GA,G1300850,Rome R B Russell Ap,723200,34.35,-85.17,30165
400,FL,G1300870,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
401,GA,G1300890,Dekalb Peachtree,722196,33.87,-84.3,30345
402,GA,G1300910,Warner Robins Afb,722175,32.63,-83.6,31098
403,GA,G1300930,Warner Robins Afb,722175,32.63,-83.6,31098
404,GA,G1300950,Albany Dougherty County Ap,722160,31.53,-84.18,31707
405,GA,G1300970,Fulton Co Arpt Brow,722195,33.77,-84.52,30318
406,AL,G1300990,Dothan Municipal Ap,722268,31.23,-85.43,36301
407,GA,G1301010,Valdosta Wb Airport,722166,30.78,-83.28,31601
408,GA,G1301030,Savannah Intl Ap,722070,32.12,-81.2,31418
409,SC,G1301050,Anderson County Ap,723125,34.5,-82.72,29626
410,GA,G1301070,Augusta Bush Field,722180,33.37,-81.97,
411,GA,G1301090,Savannah Intl Ap,722070,32.12,-81.2,31418
412,TN,G1301110,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
413,GA,G1301130,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
414,GA,G1301150,Rome R B Russell Ap,723200,34.35,-85.17,30165
415,GA,G1301170,Dekalb Peachtree,722196,33.87,-84.3,30345
416,NC,G1301190,Asheville Regional Arpt,723150,35.43,-82.53,28704
417,GA,G1301210,Dekalb Peachtree,722196,33.87,-84.3,30345
418,GA,G1301230,Rome R B Russell Ap,723200,34.35,-85.17,30165
419,GA,G1301250,Augusta Bush Field,722180,33.37,-81.97,
420,GA,G1301270,Brunswick Golden Is,722136,31.25,-81.47,31524
421,GA,G1301290,Rome R B Russell Ap,723200,34.35,-85.17,30165
422,FL,G1301310,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
423,GA,G1301330,Athens Ben Epps Ap,723110,33.95,-83.33,30605
424,GA,G1301350,Dekalb Peachtree,722196,33.87,-84.3,30345
425,TN,G1301370,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
426,GA,G1301390,Rome R B Russell Ap,723200,34.35,-85.17,30165
427,GA,G1301410,Athens Ben Epps Ap,723110,33.95,-83.33,30605
428,GA,G1301430,Fulton Co Arpt Brow,722195,33.77,-84.52,30318
429,GA,G1301450,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
430,SC,G1301470,Anderson County Ap,723125,34.5,-82.72,29626
431,GA,G1301490,Fulton Co Arpt Brow,722195,33.77,-84.52,30318
432,GA,G1301510,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
433,GA,G1301530,Warner Robins Afb,722175,32.63,-83.6,31098
434,GA,G1301550,Albany Dougherty County Ap,722160,31.53,-84.18,31707
435,GA,G1301570,Athens Ben Epps Ap,723110,33.95,-83.33,30605
436,GA,G1301590,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
437,GA,G1301610,Alma-Bacon County AP,723160,31.533,-82.5,31510
438,GA,G1301630,Augusta Bush Field,722180,33.37,-81.97,
439,GA,G1301650,Augusta Bush Field,722180,33.37,-81.97,
440,GA,G1301670,Warner Robins Afb,722175,32.63,-83.6,31098
441,GA,G1301690,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
442,GA,G1301710,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
443,GA,G1301730,Moody Afb Valdosta,747810,30.97,-83.2,31699
444,GA,G1301750,Warner Robins Afb,722175,32.63,-83.6,31098
445,GA,G1301770,Albany Dougherty County Ap,722160,31.53,-84.18,31707
446,GA,G1301790,Hunter Aaf,747804,32.0,-81.15,31409
447,GA,G1301810,Augusta Bush Field,722180,33.37,-81.97,
448,GA,G1301830,Brunswick Golden Is,722136,31.25,-81.47,31524
449,GA,G1301850,Valdosta Wb Airport,722166,30.78,-83.28,31601
450,GA,G1301870,Rome R B Russell Ap,723200,34.35,-85.17,30165
451,GA,G1301890,Augusta Bush Field,722180,33.37,-81.97,
452,GA,G1301910,Brunswick Golden Is,722136,31.25,-81.47,31524
453,GA,G1301930,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
454,GA,G1301950,Athens Ben Epps Ap,723110,33.95,-83.33,30605
455,GA,G1301970,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
456,GA,G1301990,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
457,FL,G1302010,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
458,GA,G1302050,Albany Dougherty County Ap,722160,31.53,-84.18,31707
459,GA,G1302070,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
460,GA,G1302090,Alma-Bacon County AP,723160,31.533,-82.5,31510
461,GA,G1302110,Athens Ben Epps Ap,723110,33.95,-83.33,30605
462,TN,G1302130,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
463,GA,G1302150,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
464,GA,G1302170,Dekalb Peachtree,722196,33.87,-84.3,30345
465,GA,G1302190,Athens Ben Epps Ap,723110,33.95,-83.33,30605
466,GA,G1302210,Athens Ben Epps Ap,723110,33.95,-83.33,30605
467,GA,G1302230,Marietta Dobbins Afb,722270,33.92,-84.52,30069
468,GA,G1302250,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
469,GA,G1302270,Marietta Dobbins Afb,722270,33.92,-84.52,30069
470,GA,G1302290,Alma Bacon County Ap,722135,31.53,-82.5,31510
471,GA,G1302310,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
472,GA,G1302330,Marietta Dobbins Afb,722270,33.92,-84.52,30069
473,GA,G1302350,Warner Robins Afb,722175,32.63,-83.6,31098
474,GA,G1302370,Athens Ben Epps Ap,723110,33.95,-83.33,30605
475,GA,G1302390,Fort Benning Lawson,722250,32.35,-85.0,36856
476,NC,G1302410,Asheville Regional Arpt,723150,35.43,-82.53,28704
477,GA,G1302430,Albany Dougherty County Ap,722160,31.53,-84.18,31707
478,GA,G1302450,Augusta Bush Field,722180,33.37,-81.97,
479,GA,G1302470,Dekalb Peachtree,722196,33.87,-84.3,30345
480,GA,G1302490,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
481,GA,G1302510,Augusta Bush Field,722180,33.37,-81.97,
482,FL,G1302530,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
483,GA,G1302550,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
484,NC,G1302570,Asheville Regional Arpt,723150,35.43,-82.53,28704
485,GA,G1302590,Fort Benning Lawson,722250,32.35,-85.0,36856
486,GA,G1302610,Albany Dougherty County Ap,722160,31.53,-84.18,31707
487,GA,G1302630,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
488,GA,G1302650,Athens Ben Epps Ap,723110,33.95,-83.33,30605
489,GA,G1302670,Alma-Bacon County AP,723160,31.533,-82.5,31510
490,GA,G1302690,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
491,GA,G1302710,Alma-Bacon County AP,723160,31.533,-82.5,31510
492,GA,G1302730,Albany Dougherty County Ap,722160,31.53,-84.18,31707
493,FL,G1302750,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
494,GA,G1302770,Albany Dougherty County Ap,722160,31.53,-84.18,31707
495,GA,G1302790,Alma-Bacon County AP,723160,31.533,-82.5,31510
496,TN,G1302810,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
497,GA,G1302830,Alma-Bacon County AP,723160,31.533,-82.5,31510
498,GA,G1302850,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
499,GA,G1302870,Albany Dougherty County Ap,722160,31.53,-84.18,31707
500,GA,G1302890,Warner Robins Afb,722175,32.63,-83.6,31098
501,TN,G1302910,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
502,GA,G1302930,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
503,TN,G1302950,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
504,GA,G1302970,Athens Ben Epps Ap,723110,33.95,-83.33,30605
505,GA,G1302990,Alma Bacon County Ap,722135,31.53,-82.5,31510
506,GA,G1303010,Augusta Bush Field,722180,33.37,-81.97,
507,GA,G1303030,Warner Robins Afb,722175,32.63,-83.6,31098
508,GA,G1303050,Brunswick Golden Is,722136,31.25,-81.47,31524
509,GA,G1303070,Fort Benning Lawson,722250,32.35,-85.0,36856
510,GA,G1303090,Alma-Bacon County AP,723160,31.533,-82.5,31510
511,TN,G1303110,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
512,TN,G1303130,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
513,GA,G1303150,Warner Robins Afb,722175,32.63,-83.6,31098
514,GA,G1303170,Athens Ben Epps Ap,723110,33.95,-83.33,30605
515,GA,G1303190,Warner Robins Afb,722175,32.63,-83.6,31098
516,GA,G1303210,Albany Dougherty County Ap,722160,31.53,-84.18,31707
517,HI,G1500010,Hilo International Ap,912850,19.72,-155.05,96720
518,HI,G1500030,Honolulu Intl Arpt,911820,21.32,-157.93,96853
519,HI,G1500070,Lihue Airport,911650,21.98,-159.33,96766
520,HI,G1500090,Kahului Airport,911900,20.9,-156.43,96732
521,ID,G1600010,Boise Air Terminal  Uo,726810,43.62,-116.21,83702
522,ID,G1600030,Boise Air Terminal  Uo,726810,43.62,-116.21,83702
523,ID,G1600050,Pocatello Regional Ap,725780,42.92,-112.57,
