,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS
2319,SC,G4500270,Sumter Shaw Afb,747900,33.97,-80.47,29152.0,"=""45027"""
2320,SC,G4500290,Beaufort Mcas,722085,32.48,-80.72,29904.0,"=""45029"""
2321,SC,G4500310,Florence Regional Ap,723106,34.18,-79.73,29506.0,"=""45031"""
2322,SC,G4500330,Florence Regional Ap,723106,34.18,-79.73,29506.0,"=""45033"""
2323,SC,G4500350,Charleston Intl Arpt,722080,32.9,-80.03,29406.0,"=""45035"""
2324,GA,G4500370,Augusta Bush Field,722180,33.37,-81.97,,"=""45037"""
2325,SC,G4500390,Columbia Metro Arpt,723100,33.95,-81.12,29170.0,"=""45039"""
2326,SC,G4500410,Florence Regional Ap,723106,34.18,-79.73,29506.0,"=""45041"""
2327,SC,G4500430,Myrtle Beach Afb,747910,33.68,-78.93,29577.0,"=""45043"""
2328,SC,G4500450,Greenville Downtown Ap,723119,34.85,-82.35,29607.0,"=""45045"""
2329,SC,G4500470,Anderson Rgnl AP,723190,34.5,-82.717,29626.0,"=""45047"""
2330,SC,G4500490,Beaufort Mcas,722085,32.48,-80.72,29904.0,"=""45049"""
2331,SC,G4500510,Myrtle Beach Afb,747910,33.68,-78.93,29577.0,"=""45051"""
2332,SC,G4500530,Beaufort Mcas,722085,32.48,-80.72,29904.0,"=""45053"""
2333,SC,G4500550,Sumter Shaw Afb,747900,33.97,-80.47,29152.0,"=""45055"""
2334,NC,G4500570,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208.0,"=""45057"""
2335,SC,G4500590,Greer GreenvL Spartanbrg Ap,723120,34.9,-82.22,29651.0,"=""45059"""
2336,SC,G4500610,Sumter Shaw Afb,747900,33.97,-80.47,29152.0,"=""45061"""
2337,SC,G4500630,Columbia Metro Arpt,723100,33.95,-81.12,29170.0,"=""45063"""
2338,GA,G4500650,Augusta Bush Field,722180,33.37,-81.97,,"=""45065"""
2339,SC,G4500670,Florence Regional Ap,723106,34.18,-79.73,29506.0,"=""45067"""
2340,SC,G4500690,Florence Regional Ap,723106,34.18,-79.73,29506.0,"=""45069"""
2341,SC,G4500710,Columbia Metro Arpt,723100,33.95,-81.12,29170.0,"=""45071"""
2342,SC,G4500730,Anderson County Ap,723125,34.5,-82.72,29626.0,"=""45073"""
2343,SC,G4500750,Columbia Metro Arpt,723100,33.95,-81.12,29170.0,"=""45075"""
2344,SC,G4500770,Anderson Rgnl AP,723190,34.5,-82.717,29626.0,"=""45077"""
2345,SC,G4500790,Columbia Metro Arpt,723100,33.95,-81.12,29170.0,"=""45079"""
2346,SC,G4500810,Columbia Metro Arpt,723100,33.95,-81.12,29170.0,"=""45081"""
2347,SC,G4500830,Greer GreenvL Spartanbrg Ap,723120,34.9,-82.22,29651.0,"=""45083"""
2348,SC,G4500850,Sumter Shaw Afb,747900,33.97,-80.47,29152.0,"=""45085"""
2349,SC,G4500870,Greer GreenvL Spartanbrg Ap,723120,34.9,-82.22,29651.0,"=""45087"""
2350,SC,G4500890,Florence Regional Ap,723106,34.18,-79.73,29506.0,"=""45089"""
2351,NC,G4500910,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208.0,"=""45091"""
2352,SD,G4600030,Mitchell  Awos,726545,43.77,-98.03,,"=""46003"""
2353,SD,G4600050,Huron Regional Arpt,726540,44.4,-98.22,57350.0,"=""46005"""
2354,NE,G4600070,Valentine Miller Field,725670,42.87,-100.55,69201.0,"=""46007"""
2355,SD,G4600090,Chan Gurney Muni,726525,42.92,-97.38,,"=""46009"""
2356,SD,G4600110,Brookings  Awos,726515,44.3,-96.82,57006.0,"=""46011"""
2357,SD,G4600130,Aberdeen Regional Arpt,726590,45.45,-98.42,,"=""46013"""
2358,SD,G4600150,Mitchell  Awos,726545,43.77,-98.03,,"=""46015"""
2359,SD,G4600170,Pierre Municipal Ap,726686,44.38,-100.28,57501.0,"=""46017"""
2360,SD,G4600190,Ellsworth Afb,726625,44.15,-103.1,57706.0,"=""46019"""
2361,SD,G4600210,Mobridge,726685,45.53,-100.43,57601.0,"=""46021"""
2362,SD,G4600230,Mitchell  Awos,726545,43.77,-98.03,,"=""46023"""
2363,SD,G4600250,Watertown Municipal Ap,726546,44.93,-97.15,57201.0,"=""46025"""
2364,SD,G4600270,Chan Gurney Muni,726525,42.92,-97.38,,"=""46027"""
2365,SD,G4600290,Watertown Municipal Ap,726546,44.93,-97.15,57201.0,"=""46029"""
2366,SD,G4600310,Mobridge,726685,45.53,-100.43,57601.0,"=""46031"""
2367,SD,G4600330,Rapid City Regional Arpt,726620,44.05,-103.05,,"=""46033"""
2368,SD,G4600350,Mitchell  Awos,726545,43.77,-98.03,,"=""46035"""
2369,SD,G4600370,Watertown Municipal Ap,726546,44.93,-97.15,57201.0,"=""46037"""
2370,SD,G4600390,Brookings  Awos,726515,44.3,-96.82,57006.0,"=""46039"""
2371,SD,G4600410,Mobridge,726685,45.53,-100.43,57601.0,"=""46041"""
2372,SD,G4600430,Mitchell  Awos,726545,43.77,-98.03,,"=""46043"""
2373,SD,G4600450,Aberdeen Regional Arpt,726590,45.45,-98.42,,"=""46045"""
2374,SD,G4600470,Rapid City Regional Arpt,726620,44.05,-103.05,,"=""46047"""
2375,SD,G4600490,Aberdeen Regional Arpt,726590,45.45,-98.42,,"=""46049"""
2376,MN,G4600510,Wheaton Ndb  Awos,727533,45.7,-96.5,,"=""46051"""
2377,NE,G4600530,O Neill Baker Field,725566,42.47,-98.68,,"=""46053"""
2378,SD,G4600550,Pierre Municipal Ap,726686,44.38,-100.28,57501.0,"=""46055"""
2379,SD,G4600570,Watertown Municipal Ap,726546,44.93,-97.15,57201.0,"=""46057"""
2380,SD,G4600590,Huron Regional Arpt,726540,44.4,-98.22,57350.0,"=""46059"""
2381,SD,G4600610,Mitchell  Awos,726545,43.77,-98.03,,"=""46061"""
2382,ND,G4600630,Dickinson Municipal Ap,727645,46.8,-102.8,,"=""46063"""
2383,SD,G4600650,Pierre Municipal Ap,726686,44.38,-100.28,57501.0,"=""46065"""
2384,SD,G4600670,Mitchell  Awos,726545,43.77,-98.03,,"=""46067"""
2385,SD,G4600690,Pierre Municipal Ap,726686,44.38,-100.28,57501.0,"=""46069"""
2386,SD,G4600710,Rapid City Regional Arpt,726620,44.05,-103.05,,"=""46071"""
2387,SD,G4600730,Huron Regional Arpt,726540,44.4,-98.22,57350.0,"=""46073"""
2388,SD,G4600750,Pierre Municipal Ap,726686,44.38,-100.28,57501.0,"=""46075"""
2389,SD,G4600770,Brookings  Awos,726515,44.3,-96.82,57006.0,"=""46077"""
2390,SD,G4600790,Brookings  Awos,726515,44.3,-96.82,57006.0,"=""46079"""
2391,SD,G4600810,Ellsworth Afb,726625,44.15,-103.1,57706.0,"=""46081"""
2392,SD,G4600830,Sioux Falls Foss Field,726510,43.58,-96.75,,"=""46083"""
2393,SD,G4600850,Pierre Municipal Ap,726686,44.38,-100.28,57501.0,"=""46085"""
2394,SD,G4600870,Sioux Falls Foss Field,726510,43.58,-96.75,,"=""46087"""
2395,SD,G4600890,Aberdeen Regional Arpt,726590,45.45,-98.42,,"=""46089"""
2396,SD,G4600910,Aberdeen Regional Arpt,726590,45.45,-98.42,,"=""46091"""
2397,SD,G4600930,Ellsworth Afb,726625,44.15,-103.1,57706.0,"=""46093"""
2398,NE,G4600950,Valentine Miller Field,725670,42.87,-100.55,69201.0,"=""46095"""
2399,SD,G4600970,Mitchell  Awos,726545,43.77,-98.03,,"=""46097"""
2400,SD,G4600990,Sioux Falls Foss Field,726510,43.58,-96.75,,"=""46099"""
2401,SD,G4601010,Brookings  Awos,726515,44.3,-96.82,57006.0,"=""46101"""
2402,SD,G4601020,Rapid City Regional Arpt,726620,44.05,-103.05,,"=""46102"""
2403,SD,G4601030,Ellsworth Afb,726625,44.15,-103.1,57706.0,"=""46103"""
2404,ND,G4601050,Dickinson Municipal Ap,727645,46.8,-102.8,,"=""46105"""
2405,SD,G4601070,Mobridge,726685,45.53,-100.43,57601.0,"=""46107"""
2406,MN,G4601090,Wheaton Ndb  Awos,727533,45.7,-96.5,,"=""46109"""
2407,SD,G4601110,Mitchell  Awos,726545,43.77,-98.03,,"=""46111"""
2408,SD,G4601150,Aberdeen Regional Arpt,726590,45.45,-98.42,,"=""46115"""
2409,SD,G4601170,Pierre Municipal Ap,726686,44.38,-100.28,57501.0,"=""46117"""
2410,SD,G4601190,Pierre Municipal Ap,726686,44.38,-100.28,57501.0,"=""46119"""
2411,NE,G4601210,Valentine Miller Field,725670,42.87,-100.55,69201.0,"=""46121"""
2412,NE,G4601230,Ainsworth Municipal,725556,42.58,-100.0,,"=""46123"""
2413,SD,G4601250,Sioux Falls Foss Field,726510,43.58,-96.75,,"=""46125"""
2414,IA,G4601270,Le Mars,725484,42.78,-96.2,51057.0,"=""46127"""
2415,SD,G4601290,Mobridge,726685,45.53,-100.43,57601.0,"=""46129"""
2416,SD,G4601350,Chan Gurney Muni,726525,42.92,-97.38,,"=""46135"""
2417,SD,G4601370,Mobridge,726685,45.53,-100.43,57601.0,"=""46137"""
2418,TN,G4700010,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47001"""
2419,TN,G4700030,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47003"""
2420,KY,G4700050,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""47005"""
2421,TN,G4700070,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""47007"""
2422,TN,G4700090,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47009"""
2423,TN,G4700110,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""47011"""
2424,TN,G4700130,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47013"""
2425,TN,G4700150,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47015"""
2426,KY,G4700170,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""47017"""
2427,TN,G4700190,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,,"=""47019"""
2428,TN,G4700210,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47021"""
2429,TN,G4700230,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391.0,"=""47023"""
2430,KY,G4700250,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""47025"""
2431,TN,G4700270,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""47027"""
2432,TN,G4700290,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47029"""
2433,TN,G4700310,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47031"""
2434,TN,G4700330,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391.0,"=""47033"""
2435,TN,G4700350,Crossville Memorial Ap,723265,35.95,-85.08,38555.0,"=""47035"""
2436,TN,G4700370,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47037"""
2437,TN,G4700390,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391.0,"=""47039"""
2438,TN,G4700410,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""47041"""
2439,KY,G4700430,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""47043"""
2440,TN,G4700450,Dyersburg Municipal Ap,723347,36.02,-89.4,38024.0,"=""47045"""
2441,TN,G4700470,Memphis International Ap,723340,35.07,-89.98,38131.0,"=""47047"""
2442,TN,G4700490,Crossville Memorial Ap,723265,35.95,-85.08,38555.0,"=""47049"""
2443,TN,G4700510,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""47051"""
2444,TN,G4700530,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391.0,"=""47053"""
2445,TN,G4700550,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47055"""
2446,TN,G4700570,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47057"""
2447,TN,G4700590,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,,"=""47059"""
2448,TN,G4700610,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""47061"""
2449,TN,G4700630,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47063"""
2450,TN,G4700650,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""47065"""
2451,TN,G4700670,Bristol Tri City Airport,723183,36.47,-82.4,38137.0,"=""47067"""
2452,TN,G4700690,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391.0,"=""47069"""
2453,AL,G4700710,Muscle Shoals Regional Ap,723235,34.75,-87.6,35661.0,"=""47071"""
2454,TN,G4700730,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,,"=""47073"""
2455,TN,G4700750,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391.0,"=""47075"""
2456,TN,G4700770,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391.0,"=""47077"""
2457,KY,G4700790,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""47079"""
2458,TN,G4700810,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47081"""
2459,KY,G4700830,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""47083"""
2460,KY,G4700850,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""47085"""
2461,TN,G4700870,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""47087"""
2462,TN,G4700890,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47089"""
2463,VA,G4700910,Abington,724058,36.68,-82.03,24211.0,"=""47091"""
2464,TN,G4700930,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47093"""
2465,TN,G4700950,Dyersburg Municipal Ap,723347,36.02,-89.4,38024.0,"=""47095"""
2466,TN,G4700970,Dyersburg Municipal Ap,723347,36.02,-89.4,38024.0,"=""47097"""
2467,TN,G4700990,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47099"""
2468,TN,G4701010,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47101"""
2469,TN,G4701030,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47103"""
2470,TN,G4701050,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47105"""
2471,TN,G4701070,Crossville Memorial Ap,723265,35.95,-85.08,38555.0,"=""47107"""
2472,TN,G4701090,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391.0,"=""47109"""
2473,KY,G4701110,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""47111"""
2474,TN,G4701130,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391.0,"=""47113"""
2475,TN,G4701150,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""47115"""
2476,TN,G4701170,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47117"""
2477,TN,G4701190,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47119"""
2478,TN,G4701210,Crossville Memorial Ap,723265,35.95,-85.08,38555.0,"=""47121"""
2479,TN,G4701230,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47123"""
2480,KY,G4701250,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""47125"""
2481,TN,G4701270,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47127"""
2482,TN,G4701290,Crossville Memorial Ap,723265,35.95,-85.08,38555.0,"=""47129"""
2483,KY,G4701310,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""47131"""
2484,TN,G4701330,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""47133"""
2485,KY,G4701350,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""47135"""
2486,TN,G4701370,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""47137"""
2487,TN,G4701390,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""47139"""
2488,TN,G4701410,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""47141"""
2489,TN,G4701430,Crossville Memorial Ap,723265,35.95,-85.08,38555.0,"=""47143"""
2490,TN,G4701450,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47145"""
2491,TN,G4701470,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47147"""
2492,TN,G4701490,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47149"""
2493,KY,G4701510,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""47151"""
2494,TN,G4701530,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""47153"""
2495,TN,G4701550,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47155"""
2496,TN,G4701570,Memphis International Ap,723340,35.07,-89.98,38131.0,"=""47157"""
2497,TN,G4701590,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47159"""
2498,KY,G4701610,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""47161"""
2499,TN,G4701630,Bristol Tri City Airport,723183,36.47,-82.4,38137.0,"=""47163"""
2500,TN,G4701650,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47165"""
2501,TN,G4701670,Memphis International Ap,723340,35.07,-89.98,38131.0,"=""47167"""
2502,TN,G4701690,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47169"""
2503,TN,G4701710,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,,"=""47171"""
2504,TN,G4701730,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""47173"""
2505,TN,G4701750,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""47175"""
2506,TN,G4701770,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""47177"""
2507,TN,G4701790,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,,"=""47179"""
2508,AL,G4701810,Muscle Shoals Regional Ap,723235,34.75,-87.6,35661.0,"=""47181"""
2509,KY,G4701830,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""47183"""
2510,TN,G4701850,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""47185"""
2511,TN,G4701870,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47187"""
2512,TN,G4701890,Nashville International Ap,723270,36.12,-86.68,37214.0,"=""47189"""
2513,TX,G4800010,Lufkin Angelina Co,722446,31.23,-94.75,75941.0,"=""48001"""
2514,TX,G4800030,Midland International Ap,722650,31.95,-102.18,79712.0,"=""48003"""
2515,TX,G4800050,Lufkin Angelina Co,722446,31.23,-94.75,75941.0,"=""48005"""
2516,TX,G4800070,Rockport Aransas Co,722524,28.08,-97.05,78382.0,"=""48007"""
2517,TX,G4800090,Wichita Falls Municipal Arpt,723510,33.98,-98.5,76311.0,"=""48009"""
2518,TX,G4800110,Amarillo International Ap  Can,723630,34.99,-101.9,79015.0,"=""48011"""
2519,TX,G4800130,San Antonio Stinson,722523,29.33,-98.47,78235.0,"=""48013"""
2520,TX,G4800150,Houston D W  Hooks,722429,30.07,-95.55,77379.0,"=""48015"""
2521,NM,G4800170,Clovis Muni   Awos,722689,34.43,-103.08,88135.0,"=""48017"""
2522,TX,G4800190,Hondo Municipal Ap,722533,29.37,-99.17,78861.0,"=""48019"""
2523,TX,G4800210,Austin Mueller Municipal Ap  U,722540,30.29,-97.74,78705.0,"=""48021"""
2524,TX,G4800230,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699.0,"=""48023"""
2525,TX,G4800250,Corpus Christi Intl Arpt  Ut,722510,27.88,-97.63,78426.0,"=""48025"""
2526,TX,G4800270,Killeen Muni  Awos,722575,31.08,-97.68,76548.0,"=""48027"""
2527,TX,G4800290,San Antonio Intl Ap,722530,29.53,-98.47,,"=""48029"""
2528,TX,G4800310,Camp Mabry,722544,30.32,-97.77,78731.0,"=""48031"""
2529,TX,G4800330,Lubbock International Ap,722670,33.67,-101.82,79350.0,"=""48033"""
2530,TX,G4800350,Waco Regional Ap,722560,31.62,-97.23,76702.0,"=""48035"""
2531,AR,G4800370,Texarkana Webb Field,723418,33.45,-94.0,71854.0,"=""48037"""
2532,TX,G4800390,Houston-Hobby AP,722440,29.65,-95.283,77061.0,"=""48039"""
2533,TX,G4800410,College Station-Easterwood AP,747460,30.583,-96.367,77862.0,"=""48041"""
2534,TX,G4800430,Marfa Ap,722640,30.37,-104.02,79843.0,"=""48043"""
2535,TX,G4800450,Amarillo International Ap  Can,723630,34.99,-101.9,79015.0,"=""48045"""
2536,TX,G4800470,Kingsville,722516,27.5,-97.82,78316.0,"=""48047"""
2537,TX,G4800490,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067.0,"=""48049"""
2538,TX,G4800510,College Station Easterwood Fl,722445,30.58,-96.37,77862.0,"=""48051"""
2539,TX,G4800530,Georgetown  Awos,722547,30.68,-97.68,78628.0,"=""48053"""
2540,TX,G4800550,Austin Mueller Municipal Ap  U,722540,30.29,-97.74,78705.0,"=""48055"""
2541,TX,G4800570,Palacios Municipal Ap,722555,28.72,-96.25,77465.0,"=""48057"""
2542,TX,G4800590,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699.0,"=""48059"""
2543,TX,G4800610,Brownsville S Padre Isl Intl,722500,25.9,-97.43,,"=""48061"""
2544,TX,G4800630,Longview Gregg County Ap  Over,722470,32.29,-94.98,75684.0,"=""48063"""
2545,TX,G4800650,Amarillo International Ap  Can,723630,34.99,-101.9,79015.0,"=""48065"""
2546,AR,G4800670,Texarkana Webb Field,723418,33.45,-94.0,71854.0,"=""48067"""
2547,TX,G4800690,Amarillo International Ap  Can,723630,34.99,-101.9,79015.0,"=""48069"""
2548,TX,G4800710,Houston Ellington Afb  Clear L,722436,29.57,-95.09,77508.0,"=""48071"""
2549,TX,G4800730,Lufkin Angelina Co,722446,31.23,-94.75,75941.0,"=""48073"""
2550,TX,G4800750,Childress Municipal Ap,723604,34.43,-100.28,79201.0,"=""48075"""
2551,TX,G4800770,Wichita Falls Municipal Arpt,723510,33.98,-98.5,76311.0,"=""48077"""
2552,TX,G4800790,Lubbock International Ap,722670,33.67,-101.82,79350.0,"=""48079"""
2553,TX,G4800810,San Angelo Mathis Field,722630,31.35,-100.5,76904.0,"=""48081"""
2554,TX,G4800830,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699.0,"=""48083"""
2555,TX,G4800850,Dallas Addison Arpt,722598,32.97,-96.83,75001.0,"=""48085"""
2556,TX,G4800870,Childress Muni AP,723660,34.433,-100.283,79201.0,"=""48087"""
2557,TX,G4800890,Victoria Regional Ap,722550,28.87,-96.93,,"=""48089"""
2558,TX,G4800910,Randolph Afb,722536,29.53,-98.28,78150.0,"=""48091"""
2559,TX,G4800930,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067.0,"=""48093"""
2560,TX,G4800950,San Angelo Mathis Field,722630,31.35,-100.5,76904.0,"=""48095"""
2561,TX,G4800970,Fort Worth Alliance,722594,32.98,-97.32,76177.0,"=""48097"""
2562,TX,G4800990,Fort Hood,722570,31.13,-97.72,76541.0,"=""48099"""
2563,TX,G4801010,Childress Municipal Ap,723604,34.43,-100.28,79201.0,"=""48101"""
2564,TX,G4801030,Midland International Ap,722650,31.95,-102.18,79712.0,"=""48103"""
2565,TX,G4801050,San Angelo Mathis Field,722630,31.35,-100.5,76904.0,"=""48105"""
2566,TX,G4801070,Lubbock International Ap,722670,33.67,-101.82,79350.0,"=""48107"""
2567,TX,G4801090,Marfa Ap,722640,30.37,-104.02,79843.0,"=""48109"""
2568,TX,G4801110,Dalhart Municipal Ap,722636,36.02,-102.55,79022.0,"=""48111"""
2569,TX,G4801130,Dallas Love Field,722583,32.85,-96.85,75235.0,"=""48113"""
2570,TX,G4801150,Midland International Ap,722650,31.95,-102.18,79712.0,"=""48115"""
2571,TX,G4801170,Amarillo International Ap  Can,723630,34.99,-101.9,79015.0,"=""48117"""
2572,TX,G4801190,Cox Fld,722587,33.63,-95.45,75416.0,"=""48119"""
2573,TX,G4801210,Dallas Fort Worth Intl Ap,722590,32.9,-97.02,75261.0,"=""48121"""
2574,TX,G4801230,Victoria Regional Ap,722550,28.87,-96.93,,"=""48123"""
2575,TX,G4801250,Lubbock International Ap,722670,33.67,-101.82,79350.0,"=""48125"""
2576,TX,G4801270,Cotulla Faa Ap,722526,28.45,-99.22,78014.0,"=""48127"""
2577,TX,G4801290,Amarillo International Ap  Can,723630,34.99,-101.9,79015.0,"=""48129"""
2578,TX,G4801310,Alice Intl Ap,722517,27.73,-98.03,78332.0,"=""48131"""
2579,TX,G4801330,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067.0,"=""48133"""
2580,TX,G4801350,Midland International Ap,722650,31.95,-102.18,79712.0,"=""48135"""
2581,TX,G4801370,Del Rio Laughlin Afb,722615,29.37,-100.78,78843.0,"=""48137"""
2582,TX,G4801390,Dallas Redbird Arpt,722599,32.68,-96.87,75237.0,"=""48139"""
2583,TX,G4801410,El Paso International Ap  Ut,722700,31.77,-106.5,79902.0,"=""48141"""
2584,TX,G4801430,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067.0,"=""48143"""
2585,TX,G4801450,Mc Gregor  Awos,722563,31.48,-97.32,,"=""48145"""
2586,TX,G4801470,Greenville Majors,722588,33.07,-96.07,75402.0,"=""48147"""
2587,TX,G4801490,College Station Easterwood Fl,722445,30.58,-96.37,77862.0,"=""48149"""
2588,TX,G4801530,Amarillo International Ap  Can,723630,34.99,-101.9,79015.0,"=""48153"""
2589,TX,G4801550,Childress Municipal Ap,723604,34.43,-100.28,79201.0,"=""48155"""
2590,TX,G4801570,Houston-Hobby AP,722440,29.65,-95.283,77061.0,"=""48157"""
2591,TX,G4801590,Cox Fld,722587,33.63,-95.45,75416.0,"=""48159"""
2592,TX,G4801610,Waco Regional Ap,722560,31.62,-97.23,76702.0,"=""48161"""
2593,TX,G4801630,Cotulla Faa Ap,722526,28.45,-99.22,78014.0,"=""48163"""
2594,TX,G4801650,Midland International Ap,722650,31.95,-102.18,79712.0,"=""48165"""
2595,TX,G4801670,Houston Ellington Afb  Clear L,722436,29.57,-95.09,77508.0,"=""48167"""
2596,TX,G4801690,Lubbock International Ap,722670,33.67,-101.82,79350.0,"=""48169"""
2597,TX,G4801710,San Antonio Intl Ap,722530,29.53,-98.47,,"=""48171"""
2598,TX,G4801730,Midland International Ap,722650,31.95,-102.18,79712.0,"=""48173"""
2599,TX,G4801750,Victoria Regional Ap,722550,28.87,-96.93,,"=""48175"""
2600,TX,G4801770,Randolph Afb,722536,29.53,-98.28,78150.0,"=""48177"""
2601,TX,G4801790,Amarillo International Ap  Can,723630,34.99,-101.9,79015.0,"=""48179"""
2602,TX,G4801810,Dallas Addison Arpt,722598,32.97,-96.83,75001.0,"=""48181"""
2603,TX,G4801830,Longview Gregg County Ap  Over,722470,32.29,-94.98,75684.0,"=""48183"""
2604,TX,G4801850,College Station-Easterwood AP,747460,30.583,-96.367,77862.0,"=""48185"""
2605,TX,G4801870,Randolph Afb,722536,29.53,-98.28,78150.0,"=""48187"""
2606,TX,G4801890,Amarillo International Ap  Can,723630,34.99,-101.9,79015.0,"=""48189"""
2607,TX,G4801910,Childress Muni AP,723660,34.433,-100.283,79201.0,"=""48191"""
2608,TX,G4801930,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067.0,"=""48193"""
2609,TX,G4801950,Dalhart Municipal Ap,722636,36.02,-102.55,79022.0,"=""48195"""
2610,TX,G4801970,Childress Municipal Ap,723604,34.43,-100.28,79201.0,"=""48197"""
