,index,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2
1518,1518,AR,G2900910,Flippin  Awos,723447,36.3,-92.47,72635,29091,SRMW,10.72,3.38,0.36,9.77,6.01,1.9,0.14,11.45,0,0,0,0,0,0,0,0,0.32,0,5.72,1.81,0.07,11.55,11.3,10.43,9.9,0,0,0,35.19,19.05,31.62,29.48
1519,1519,MO,G2900930,Farmington,724454,37.77,-90.4,,29093,SRMW,20.09,6.34,0.495,17.52,2.94,0.93,0.285,5.73,0,0,0,0,0,0,0,0,0.41,0,2.82,0.89,0.13,5.79,20.35,18.77,17.83,0,0,0,37.46,19.17,30.84,37.94
1520,1520,MO,G2900950,Kansas City Downtown Ap,724463,39.12,-94.6,64105,29095,SPNO,14.19,4.48,0.42,12.81,8.42,2.66,0.19,16.03,0,0,0,0,0,0,0,0,0.375,0,8.1,2.56,0.095,16.19,14.84,13.69,13.01,0,0,0,37.16,19.1,32.44,32.8
1521,1521,MO,G2900970,Joplin Municipal Ap,723495,37.15,-94.5,64870,29097,SPNO,14.36,4.53,0.39,12.76,9.05,2.86,0.2,16.63,0,0,0,0,0,0,0,0,0.335,0,8.72,2.75,0.095,16.79,14.81,13.67,12.98,0,0,0,37.4,19.04,32.6,32.71
1522,1522,MO,G2900990,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005,29099,SRMW,19.18,6.06,0.465,17.38,3.94,1.24,0.255,7.51,0,0,0,0,0,0,0,0,0.405,0,3.78,1.19,0.125,7.59,20.12,18.56,17.63,0,0,0,37.43,19.13,31.14,37.69
1523,1523,MO,G2901010,Whiteman Afb,724467,38.72,-93.55,65305,29101,SPNO,24.69,7.8,0.58,22.15,5.01,1.58,0.36,9.57,0,0,0,0,0,0,0,0,0.465,0,4.8,1.51,0.165,9.67,25.72,23.72,22.54,0,0,0,39.73,19.14,31.56,42.87
1524,1524,MO,G2901030,Kirksville Regional Ap,724455,40.1,-92.55,,29103,SRMW,49,15.47,0.985,40.9,1.67,0.53,0.815,3.47,0,0,0,0,0,0,0,0,0.635,0,1.61,0.51,0.315,3.53,47.8,44.1,41.89,0,0,0,47.21,19.25,30.88,63.35
1525,1525,MO,G2901050,Kaiser Mem  Awos,724459,38.1,-92.55,,29105,SRMW,18.9,5.97,0.465,16.75,4.91,1.55,0.245,9.16,0,0,0,0,0,0,0,0,0.41,0,4.71,1.49,0.12,9.26,19.39,17.89,17,0,0,0,37.64,19.15,31.43,37.04
1526,1526,MO,G2901070,Whiteman Afb,724467,38.72,-93.55,65305,29107,SPNO,24.69,7.8,0.58,22.15,5.01,1.58,0.36,9.57,0,0,0,0,0,0,0,0,0.465,0,4.8,1.51,0.165,9.67,25.72,23.72,22.54,0,0,0,39.73,19.14,31.56,42.87
1527,1527,MO,G2901090,Springfield Regional Arpt,724400,37.23,-93.38,,29109,SRMW,21.96,6.93,0.505,19.32,4.37,1.38,0.315,8.45,0,0,0,0,0,0,0,0,0.41,0,4.18,1.32,0.14,8.55,22.44,20.7,19.67,0,0,0,38.55,19.14,31.29,39.85
1528,1528,IA,G2901110,Keokuk Muni,725456,40.47,-91.43,52632,29111,SRMW,30.19,9.53,0.62,26.25,2.9,0.92,0.43,5.66,0,0,0,0,0,0,0,0,0.49,0,2.78,0.88,0.19,5.73,30.5,28.14,26.73,0,0,0,40.92,19.18,30.97,47.32
1529,1529,MO,G2901130,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005,29113,SRMW,19.18,6.06,0.465,17.38,3.94,1.24,0.255,7.51,0,0,0,0,0,0,0,0,0.405,0,3.78,1.19,0.125,7.59,20.12,18.56,17.63,0,0,0,37.43,19.13,31.14,37.69
1530,1530,MO,G2901150,Kirksville Regional Ap,724455,40.1,-92.55,,29115,SPNO,49,15.47,0.985,40.9,1.67,0.53,0.815,3.47,0,0,0,0,0,0,0,0,0.635,0,1.61,0.51,0.315,3.53,47.8,44.1,41.89,0,0,0,47.21,19.25,30.88,63.35
1531,1531,MO,G2901170,Kirksville Regional Ap,724455,40.1,-92.55,,29117,SPNO,49,15.47,0.985,40.9,1.67,0.53,0.815,3.47,0,0,0,0,0,0,0,0,0.635,0,1.61,0.51,0.315,3.53,47.8,44.1,41.89,0,0,0,47.21,19.25,30.88,63.35
1532,1532,AR,G2901190,Fort Smith Regional Ap,723440,35.33,-94.37,72903,29119,SRMW,13.76,4.34,0.385,11.85,9.42,2.98,0.185,18.16,0,0,0,0,0,0,0,0,0.325,0,9.02,2.85,0.085,18.33,13.74,12.67,12.04,0,0,0,37.3,19.02,32.68,31.69
1533,1533,MO,G2901210,Kirksville Regional Ap,724455,40.1,-92.55,,29121,SRMW,49,15.47,0.985,40.9,1.67,0.53,0.815,3.47,0,0,0,0,0,0,0,0,0.635,0,1.61,0.51,0.315,3.53,47.8,44.1,41.89,0,0,0,47.21,19.25,30.88,63.35
1534,1534,MO,G2901230,Farmington,724454,37.77,-90.4,,29123,SRMW,20.09,6.34,0.495,17.52,2.94,0.93,0.285,5.73,0,0,0,0,0,0,0,0,0.41,0,2.82,0.89,0.13,5.79,20.35,18.77,17.83,0,0,0,37.46,19.17,30.84,37.94
1535,1535,MO,G2901250,Vichy Rolla Natl Arpt,724456,38.13,-91.77,65580,29125,SRMW,22.77,7.19,0.565,20.3,1.84,0.58,0.345,3.95,0,0,0,0,0,0,0,0,0.45,0,1.75,0.55,0.15,4.01,23.61,21.78,20.69,0,0,0,38.09,19.2,30.56,40.98
1536,1536,IL,G2901270,Quincy Muni Baldwin Fld,724396,39.93,-91.2,62338,29127,SRMW,29.92,9.45,0.64,26.03,2.66,0.84,0.44,5.67,0,0,0,0,0,0,0,0,0.5,0,2.52,0.8,0.2,5.74,30.25,27.9,26.51,0,0,0,40.79,19.19,30.92,47.09
1537,1537,IA,G2901290,Chariton,725469,41.03,-93.37,,29129,SRMW,32.44,10.24,0.685,27.75,4.72,1.49,0.465,9.54,0,0,0,0,0,0,0,0,0.545,0,4.51,1.42,0.205,9.66,32.27,29.77,28.28,0,0,0,42.3,19.2,31.59,48.96
1538,1538,MO,G2901310,Kaiser Mem  Awos,724459,38.1,-92.55,,29131,SRMW,18.9,5.97,0.465,16.75,4.91,1.55,0.245,9.16,0,0,0,0,0,0,0,0,0.41,0,4.71,1.49,0.12,9.26,19.39,17.89,17,0,0,0,37.64,19.15,31.43,37.04
1539,1539,MO,G2901330,Cape Girardeau Municipal Ap,723489,37.23,-89.57,63780,29133,SRMW,21.29,6.72,0.535,19.06,3.57,1.13,0.325,7.29,0,0,0,0,0,0,0,0,0.42,0,3.39,1.07,0.14,7.34,22.17,20.45,19.43,0,0,0,38.13,19.16,31.05,39.61
1540,1540,MO,G2901350,Columbia Regional Airport,724450,38.82,-92.22,65201,29135,SRMW,30.83,9.74,0.645,27.22,3.8,1.2,0.455,7.32,0,0,0,0,0,0,0,0,0.5,0,3.65,1.15,0.2,7.4,31.64,29.19,27.73,0,0,0,41.45,19.17,31.26,48.37
1541,1541,MO,G2901370,Columbia Regional Airport,724450,38.82,-92.22,65201,29137,SRMW,30.83,9.74,0.645,27.22,3.8,1.2,0.455,7.32,0,0,0,0,0,0,0,0,0.5,0,3.65,1.15,0.2,7.4,31.64,29.19,27.73,0,0,0,41.45,19.17,31.26,48.37
1542,1542,MO,G2901390,Columbia Regional Airport,724450,38.82,-92.22,65201,29139,SRMW,30.83,9.74,0.645,27.22,3.8,1.2,0.455,7.32,0,0,0,0,0,0,0,0,0.5,0,3.65,1.15,0.2,7.4,31.64,29.19,27.73,0,0,0,41.45,19.17,31.26,48.37
1543,1543,MO,G2901410,Kaiser Mem  Awos,724459,38.1,-92.55,,29141,SRMW,18.9,5.97,0.465,16.75,4.91,1.55,0.245,9.16,0,0,0,0,0,0,0,0,0.41,0,4.71,1.49,0.12,9.26,19.39,17.89,17,0,0,0,37.64,19.15,31.43,37.04
1544,1544,MO,G2901430,Cape Girardeau Municipal Ap,723489,37.23,-89.57,63780,29143,SRMW,21.29,6.72,0.535,19.06,3.57,1.13,0.325,7.29,0,0,0,0,0,0,0,0,0.42,0,3.39,1.07,0.14,7.34,22.17,20.45,19.43,0,0,0,38.13,19.16,31.05,39.61
1545,1545,MO,G2901450,Joplin Municipal Ap,723495,37.15,-94.5,64870,29145,SRMW,14.36,4.53,0.39,12.76,9.05,2.86,0.2,16.63,0,0,0,0,0,0,0,0,0.335,0,8.72,2.75,0.095,16.79,14.81,13.67,12.98,0,0,0,37.4,19.04,32.6,32.71
1546,1546,IA,G2901470,Clarinda,725479,40.72,-95.03,51632,29147,SPNO,38.21,12.06,0.76,32.79,2.95,0.93,0.57,5.67,0,0,0,0,0,0,0,0,0.56,0,2.86,0.9,0.24,5.75,38.17,35.22,33.46,0,0,0,43.75,19.22,31.13,54.44
1547,1547,MO,G2901490,Poplar Bluff Amos,723300,36.77,-90.47,63901,29149,SRMW,15.9,5.02,0.415,14.69,5.33,1.68,0.205,10.69,0,0,0,0,0,0,0,0,0.375,0,5.1,1.61,0.105,10.81,16.99,15.68,14.89,0,0,0,36.74,19.11,31.51,34.78
1548,1548,MO,G2901510,Jefferson City Mem,724458,38.58,-92.15,65102,29151,SRMW,19.31,6.1,0.47,17.29,4.56,1.44,0.26,9.17,0,0,0,0,0,0,0,0,0.405,0,4.35,1.37,0.125,9.28,20.03,18.48,17.56,0,0,0,37.68,19.14,31.32,37.62
1549,1549,AR,G2901530,Flippin  Awos,723447,36.3,-92.47,72635,29153,SRMW,10.72,3.38,0.36,9.77,6.01,1.9,0.14,11.45,0,0,0,0,0,0,0,0,0.32,0,5.72,1.81,0.07,11.55,11.3,10.43,9.9,0,0,0,35.19,19.05,31.62,29.48
1550,1550,MO,G2901550,Poplar Bluff Amos,723300,36.77,-90.47,63901,29155,SRMW,15.9,5.02,0.415,14.69,5.33,1.68,0.205,10.69,0,0,0,0,0,0,0,0,0.375,0,5.1,1.61,0.105,10.81,16.99,15.68,14.89,0,0,0,36.74,19.11,31.51,34.78
1551,1551,MO,G2901570,Farmington,724454,37.77,-90.4,,29157,SRMW,20.09,6.34,0.495,17.52,2.94,0.93,0.285,5.73,0,0,0,0,0,0,0,0,0.41,0,2.82,0.89,0.13,5.79,20.35,18.77,17.83,0,0,0,37.46,19.17,30.84,37.94
1552,1552,MO,G2901590,Whiteman Afb,724467,38.72,-93.55,65305,29159,SPNO,24.69,7.8,0.58,22.15,5.01,1.58,0.36,9.57,0,0,0,0,0,0,0,0,0.465,0,4.8,1.51,0.165,9.67,25.72,23.72,22.54,0,0,0,39.73,19.14,31.56,42.87
1553,1553,MO,G2901610,Vichy Rolla Natl Arpt,724456,38.13,-91.77,65580,29161,SRMW,22.77,7.19,0.565,20.3,1.84,0.58,0.345,3.95,0,0,0,0,0,0,0,0,0.45,0,1.75,0.55,0.15,4.01,23.61,21.78,20.69,0,0,0,38.09,19.2,30.56,40.98
1554,1554,IL,G2901630,Quincy Muni Baldwin Fld,724396,39.93,-91.2,62338,29163,SRMW,29.92,9.45,0.64,26.03,2.66,0.84,0.44,5.67,0,0,0,0,0,0,0,0,0.5,0,2.52,0.8,0.2,5.74,30.25,27.9,26.51,0,0,0,40.79,19.19,30.92,47.09
1555,1555,MO,G2901650,Kansas City IntL Arpt,724460,39.3,-94.72,64153,29165,SPNO,32.12,10.14,0.67,28.25,5.34,1.69,0.48,10.36,0,0,0,0,0,0,0,0,0.505,0,5.13,1.62,0.205,10.48,32.86,30.32,28.8,0,0,0,42.4,19.17,31.75,49.48
1556,1556,MO,G2901670,Springfield Regional Arpt,724400,37.23,-93.38,,29167,SRMW,21.96,6.93,0.505,19.32,4.37,1.38,0.315,8.45,0,0,0,0,0,0,0,0,0.41,0,4.18,1.32,0.14,8.55,22.44,20.7,19.67,0,0,0,38.55,19.14,31.29,39.85
1557,1557,MO,G2901690,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473,29169,SRMW,19.92,6.29,0.495,16.97,6.03,1.9,0.285,11.85,0,0,0,0,0,0,0,0,0.405,0,5.73,1.81,0.125,11.96,19.73,18.2,17.29,0,0,0,38.39,19.1,31.76,37.3
1558,1558,MO,G2901710,Kirksville Regional Ap,724455,40.1,-92.55,,29171,SRMW,49,15.47,0.985,40.9,1.67,0.53,0.815,3.47,0,0,0,0,0,0,0,0,0.635,0,1.61,0.51,0.315,3.53,47.8,44.1,41.89,0,0,0,47.21,19.25,30.88,63.35
1559,1559,IL,G2901730,Quincy Muni Baldwin Fld,724396,39.93,-91.2,62338,29173,SRMW,29.92,9.45,0.64,26.03,2.66,0.84,0.44,5.67,0,0,0,0,0,0,0,0,0.5,0,2.52,0.8,0.2,5.74,30.25,27.9,26.51,0,0,0,40.79,19.19,30.92,47.09
1560,1560,MO,G2901750,Columbia Regional Airport,724450,38.82,-92.22,65201,29175,SRMW,30.83,9.74,0.645,27.22,3.8,1.2,0.455,7.32,0,0,0,0,0,0,0,0,0.5,0,3.65,1.15,0.2,7.4,31.64,29.19,27.73,0,0,0,41.45,19.17,31.26,48.37
1561,1561,MO,G2901770,Kansas City Downtown Ap,724463,39.12,-94.6,64105,29177,SPNO,14.19,4.48,0.42,12.81,8.42,2.66,0.19,16.03,0,0,0,0,0,0,0,0,0.375,0,8.1,2.56,0.095,16.19,14.84,13.69,13.01,0,0,0,37.16,19.1,32.44,32.8
1562,1562,MO,G2901790,Farmington,724454,37.77,-90.4,,29179,SRMW,20.09,6.34,0.495,17.52,2.94,0.93,0.285,5.73,0,0,0,0,0,0,0,0,0.41,0,2.82,0.89,0.13,5.79,20.35,18.77,17.83,0,0,0,37.46,19.17,30.84,37.94
1563,1563,MO,G2901810,Poplar Bluff Amos,723300,36.77,-90.47,63901,29181,SRMW,15.9,5.02,0.415,14.69,5.33,1.68,0.205,10.69,0,0,0,0,0,0,0,0,0.375,0,5.1,1.61,0.105,10.81,16.99,15.68,14.89,0,0,0,36.74,19.11,31.51,34.78
1564,1564,MO,G2901830,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005,29183,SRMW,19.18,6.06,0.465,17.38,3.94,1.24,0.255,7.51,0,0,0,0,0,0,0,0,0.405,0,3.78,1.19,0.125,7.59,20.12,18.56,17.63,0,0,0,37.43,19.13,31.14,37.69
1565,1565,MO,G2901850,Whiteman Afb,724467,38.72,-93.55,65305,29185,SPNO,24.69,7.8,0.58,22.15,5.01,1.58,0.36,9.57,0,0,0,0,0,0,0,0,0.465,0,4.8,1.51,0.165,9.67,25.72,23.72,22.54,0,0,0,39.73,19.14,31.56,42.87
1566,1566,MO,G2901860,Farmington,724454,37.77,-90.4,,29186,SRMW,20.09,6.34,0.495,17.52,2.94,0.93,0.285,5.73,0,0,0,0,0,0,0,0,0.41,0,2.82,0.89,0.13,5.79,20.35,18.77,17.83,0,0,0,37.46,19.17,30.84,37.94
1567,1567,MO,G2901870,Farmington,724454,37.77,-90.4,,29187,SRMW,20.09,6.34,0.495,17.52,2.94,0.93,0.285,5.73,0,0,0,0,0,0,0,0,0.41,0,2.82,0.89,0.13,5.79,20.35,18.77,17.83,0,0,0,37.46,19.17,30.84,37.94
1568,1568,MO,G2901890,St Louis Lambert IntL Arpt,724340,38.75,-90.37,63145,29189,SRMW,24.86,7.85,0.56,22.32,5.32,1.68,0.36,9.9,0,0,0,0,0,0,0,0,0.45,0,5.1,1.61,0.16,10,25.92,23.91,22.72,0,0,0,39.86,19.15,31.64,43.06
1569,1569,MO,G2901950,Whiteman Afb,724467,38.72,-93.55,65305,29195,SPNO,24.69,7.8,0.58,22.15,5.01,1.58,0.36,9.57,0,0,0,0,0,0,0,0,0.465,0,4.8,1.51,0.165,9.67,25.72,23.72,22.54,0,0,0,39.73,19.14,31.56,42.87
1570,1570,MO,G2901970,Kirksville Regional Ap,724455,40.1,-92.55,,29197,SRMW,49,15.47,0.985,40.9,1.67,0.53,0.815,3.47,0,0,0,0,0,0,0,0,0.635,0,1.61,0.51,0.315,3.53,47.8,44.1,41.89,0,0,0,47.21,19.25,30.88,63.35
1571,1571,MO,G2901990,Kirksville Regional Ap,724455,40.1,-92.55,,29199,SRMW,49,15.47,0.985,40.9,1.67,0.53,0.815,3.47,0,0,0,0,0,0,0,0,0.635,0,1.61,0.51,0.315,3.53,47.8,44.1,41.89,0,0,0,47.21,19.25,30.88,63.35
1572,1572,MO,G2902010,Cape Girardeau Municipal Ap,723489,37.23,-89.57,63780,29201,SRMW,21.29,6.72,0.535,19.06,3.57,1.13,0.325,7.29,0,0,0,0,0,0,0,0,0.42,0,3.39,1.07,0.14,7.34,22.17,20.45,19.43,0,0,0,38.13,19.16,31.05,39.61
1573,1573,MO,G2902030,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473,29203,SRMW,19.92,6.29,0.495,16.97,6.03,1.9,0.285,11.85,0,0,0,0,0,0,0,0,0.405,0,5.73,1.81,0.125,11.96,19.73,18.2,17.29,0,0,0,38.39,19.1,31.76,37.3
1574,1574,MO,G2902050,Columbia Regional Airport,724450,38.82,-92.22,65201,29205,SRMW,30.83,9.74,0.645,27.22,3.8,1.2,0.455,7.32,0,0,0,0,0,0,0,0,0.5,0,3.65,1.15,0.2,7.4,31.64,29.19,27.73,0,0,0,41.45,19.17,31.26,48.37
1575,1575,MO,G2902070,Poplar Bluff Amos,723300,36.77,-90.47,63901,29207,SRMW,15.9,5.02,0.415,14.69,5.33,1.68,0.205,10.69,0,0,0,0,0,0,0,0,0.375,0,5.1,1.61,0.105,10.81,16.99,15.68,14.89,0,0,0,36.74,19.11,31.51,34.78
1576,1576,MO,G2902090,Springfield Regional Arpt,724400,37.23,-93.38,,29209,SRMW,21.96,6.93,0.505,19.32,4.37,1.38,0.315,8.45,0,0,0,0,0,0,0,0,0.41,0,4.18,1.32,0.14,8.55,22.44,20.7,19.67,0,0,0,38.55,19.14,31.29,39.85
1577,1577,MO,G2902110,Kirksville Regional Ap,724455,40.1,-92.55,,29211,SRMW,49,15.47,0.985,40.9,1.67,0.53,0.815,3.47,0,0,0,0,0,0,0,0,0.635,0,1.61,0.51,0.315,3.53,47.8,44.1,41.89,0,0,0,47.21,19.25,30.88,63.35
1578,1578,AR,G2902130,Harrison Faa Ap,723446,36.27,-93.15,72601,29213,SRMW,11.46,3.62,0.355,9.59,6.96,2.2,0.145,13.82,0,0,0,0,0,0,0,0,0.32,0,6.63,2.09,0.07,13.95,11.12,10.26,9.75,0,0,0,35.74,19.04,31.9,29.31
1579,1579,MO,G2902150,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473,29215,SRMW,19.92,6.29,0.495,16.97,6.03,1.9,0.285,11.85,0,0,0,0,0,0,0,0,0.405,0,5.73,1.81,0.125,11.96,19.73,18.2,17.29,0,0,0,38.39,19.1,31.76,37.3
1580,1580,MO,G2902170,Joplin Municipal Ap,723495,37.15,-94.5,64870,29217,SPNO,14.36,4.53,0.39,12.76,9.05,2.86,0.2,16.63,0,0,0,0,0,0,0,0,0.335,0,8.72,2.75,0.095,16.79,14.81,13.67,12.98,0,0,0,37.4,19.04,32.6,32.71
1581,1581,MO,G2902190,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005,29219,SRMW,19.18,6.06,0.465,17.38,3.94,1.24,0.255,7.51,0,0,0,0,0,0,0,0,0.405,0,3.78,1.19,0.125,7.59,20.12,18.56,17.63,0,0,0,37.43,19.13,31.14,37.69
1582,1582,MO,G2902210,Farmington,724454,37.77,-90.4,,29221,SRMW,20.09,6.34,0.495,17.52,2.94,0.93,0.285,5.73,0,0,0,0,0,0,0,0,0.41,0,2.82,0.89,0.13,5.79,20.35,18.77,17.83,0,0,0,37.46,19.17,30.84,37.94
1583,1583,MO,G2902230,Poplar Bluff Amos,723300,36.77,-90.47,63901,29223,SRMW,15.9,5.02,0.415,14.69,5.33,1.68,0.205,10.69,0,0,0,0,0,0,0,0,0.375,0,5.1,1.61,0.105,10.81,16.99,15.68,14.89,0,0,0,36.74,19.11,31.51,34.78
1584,1584,MO,G2902250,Springfield Regional Arpt,724400,37.23,-93.38,,29225,SRMW,21.96,6.93,0.505,19.32,4.37,1.38,0.315,8.45,0,0,0,0,0,0,0,0,0.41,0,4.18,1.32,0.14,8.55,22.44,20.7,19.67,0,0,0,38.55,19.14,31.29,39.85
1585,1585,IA,G2902270,Creston,725474,41.02,-94.37,50801,29227,SPNO,38.71,12.22,0.77,33.35,2.27,0.72,0.57,4.74,0,0,0,0,0,0,0,0,0.58,0,2.17,0.69,0.25,4.81,38.79,35.79,34,0,0,0,43.7,19.23,30.93,55.02
1586,1586,MO,G2902290,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473,29229,SRMW,19.92,6.29,0.495,16.97,6.03,1.9,0.285,11.85,0,0,0,0,0,0,0,0,0.405,0,5.73,1.81,0.125,11.96,19.73,18.2,17.29,0,0,0,38.39,19.1,31.76,37.3
1587,1587,IL,G2905100,Cahokia St  Louis,725314,38.57,-90.15,62206,29510,SRMW,21.35,6.74,0.495,18.72,4.42,1.4,0.285,8.69,0,0,0,0,0,0,0,0,0.425,0,4.23,1.34,0.135,8.78,21.7,20.02,19.02,0,0,0,38.33,19.16,31.31,39.18
1588,1588,MT,G3000010,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701,30001,NWPP,55.77,17.61,1.11,45.69,0,0,0.82,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0.355,0,53.18,49.06,46.61,0,0,0,48.95,19.53,30.61,68.59
1589,1589,WY,G3000030,Sheridan County Arpt,726660,44.77,-106.97,82801,30003,NWPP,41.83,13.21,0.91,35.27,0.37,0.12,0.64,0.58,0,0,0,0,0,0,0,0,0.685,0,0.37,0.12,0.275,0.58,41.08,37.9,36,0,0,0,44.29,19.36,30.49,57.26
1590,1590,MT,G3000050,Havre City County Ap,727770,48.55,-109.77,,30005,NWPP,63.34,20,1.255,49.55,0.53,0.17,1.015,0.76,0,0,0,0,0,0,0,0,0.84,0,0.52,0.16,0.41,0.76,57.91,53.42,50.75,0,0,0,51.86,19.4,30.83,72.83
1591,1591,MT,G3000070,Helena Regional Airport,727720,46.6,-111.97,59601,30007,NWPP,44.4,14.02,0.915,37.91,0.08,0.02,0.645,0.12,0,0,0,0,0,0,0,0,0.715,0,0.07,0.02,0.285,0.12,44.08,40.66,38.63,0,0,0,45.02,19.41,30.43,60.08
1592,1592,MT,G3000090,Billings Logan IntL Arpt,726770,45.8,-108.55,59102,30009,NWPP,38.61,12.19,0.845,33.62,1.36,0.43,0.595,2.34,0,0,0,0,0,0,0,0,0.64,0,1.31,0.41,0.26,2.36,39.14,36.1,34.3,0,0,0,43.48,19.28,30.73,55.38
1593,1593,MT,G3000110,Glendive Awos,726676,47.13,-104.8,59330,30011,MROW,69.58,21.97,1.35,55.33,0.75,0.24,1.13,1.14,0,0,0,0,0,0,0,0,0.865,0,0.73,0.23,0.435,1.15,64.71,59.7,56.71,0,0,0,54.1,19.39,30.95,79.09
1594,1594,MT,G3000130,Great Falls Intl Arpt,727750,47.47,-111.38,59404,30013,NWPP,54.36,17.17,1.2,43.68,0.54,0.17,0.93,0.85,0,0,0,0,0,0,0,0,0.825,0,0.52,0.17,0.405,0.86,51.04,47.09,44.73,0,0,0,48.88,19.39,30.82,66.47
1595,1595,MT,G3000150,Havre City County Ap,727770,48.55,-109.77,,30015,NWPP,63.34,20,1.255,49.55,0.53,0.17,1.015,0.76,0,0,0,0,0,0,0,0,0.84,0,0.52,0.16,0.41,0.76,57.91,53.42,50.75,0,0,0,51.86,19.4,30.83,72.83
1596,1596,MT,G3000170,Miles City Municipal Arpt,742300,46.43,-105.88,,30017,MROW,58.02,18.32,1.235,44.99,1.24,0.39,1.015,1.93,0,0,0,0,0,0,0,0,0.79,0,1.21,0.38,0.4,1.95,52.75,48.66,46.23,0,0,0,50.39,19.33,30.99,67.99
1597,1597,MT,G3000190,Wolf Point Intl  Fort Peck   S,727686,48.31,-105.1,,30019,NWPP,78.32,24.73,1.545,60.09,0,0,1.335,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0.5,0,70.45,64.99,61.74,0,0,0,57.02,19.51,30.85,84.5
1598,1598,MT,G3000210,Glendive Awos,726676,47.13,-104.8,59330,30021,NWPP,69.58,21.97,1.35,55.33,0.75,0.24,1.13,1.14,0,0,0,0,0,0,0,0,0.865,0,0.73,0.23,0.435,1.15,64.71,59.7,56.71,0,0,0,54.1,19.39,30.95,79.09
1599,1599,MT,G3000230,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701,30023,NWPP,55.77,17.61,1.11,45.69,0,0,0.82,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0.355,0,53.18,49.06,46.61,0,0,0,48.95,19.53,30.61,68.59
1600,1600,MT,G3000250,Glendive Awos,726676,47.13,-104.8,59330,30025,MROW,69.58,21.97,1.35,55.33,0.75,0.24,1.13,1.14,0,0,0,0,0,0,0,0,0.865,0,0.73,0.23,0.435,1.15,64.71,59.7,56.71,0,0,0,54.1,19.39,30.95,79.09
1601,1601,MT,G3000270,Lewistown Municipal Arpt,726776,47.05,-109.45,59457,30027,NWPP,50.56,15.96,1.04,43.93,0,0,0.75,0,0,0,0,0,0,0,0,0,0.805,0,0,0,0.345,0,51.06,47.1,44.75,0,0,0,47.17,19.48,30.56,66.58
1602,1602,MT,G3000290,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,,30029,NWPP,50.15,15.83,0.98,43.73,0,0,0.7,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0.32,0,50.77,46.83,44.49,0,0,0,46.93,19.49,30.51,66.33
1603,1603,MT,G3000310,Bozeman Gallatin Field,726797,45.8,-111.15,59714,30031,NWPP,51.66,16.31,1.05,40.4,0.04,0.01,0.77,0.06,0,0,0,0,0,0,0,0,0.775,0,0.03,0.01,0.325,0.06,47.12,43.47,41.29,0,0,0,47.57,19.43,30.52,62.9
1604,1604,MT,G3000330,Glasgow Intl Arpt,727680,48.22,-106.62,,30033,NWPP,76.89,24.28,1.455,58.39,0.21,0.06,1.245,0.31,0,0,0,0,0,0,0,0,0.89,0,0.2,0.06,0.48,0.31,68.3,63.01,59.86,0,0,0,56.46,19.41,30.84,82.42
1605,1605,MT,G3000350,Cut Bank Muni Ap,727796,48.6,-112.37,59427,30035,NWPP,56.26,17.77,1.155,50.04,0.01,0,0.885,0.01,0,0,0,0,0,0,0,0,0.86,0,0.01,0,0.4,0.01,58.21,53.7,51.01,0,0,0,49.23,19.49,30.67,73.19
1606,1606,MT,G3000370,Billings Logan IntL Arpt,726770,45.8,-108.55,59102,30037,NWPP,38.61,12.19,0.845,33.62,1.36,0.43,0.595,2.34,0,0,0,0,0,0,0,0,0.64,0,1.31,0.41,0.26,2.36,39.14,36.1,34.3,0,0,0,43.48,19.28,30.73,55.38
1607,1607,MT,G3000390,Missoula International Ap,727730,46.92,-114.1,,30039,NWPP,37.48,11.84,0.8,31.78,0.12,0.04,0.49,0.19,0,0,0,0,0,0,0,0,0.67,0,0.12,0.04,0.23,0.19,36.86,34,32.3,0,0,0,42.58,19.41,30.35,53.41
