State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes
GA,G1300550,Rome R B Russell Ap,723200,34.35,-85.17,30165
GA,G1300570,Marietta Dobbins Afb,722270,33.92,-84.52,30069
GA,G1300590,Athens Ben Epps Ap,723110,33.95,-83.33,30605
AL,G1300610,Dothan Municipal Ap,722268,31.23,-85.43,36301
GA,G1300630,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
GA,G1300650,Moody Afb Valdosta,747810,30.97,-83.2,31699
GA,G1300670,Marietta Dobbins Afb,722270,33.92,-84.52,30069
GA,G1300690,Albany Dougherty County Ap,722160,31.53,-84.18,31707
GA,G1300710,Moody Afb Valdosta,747810,30.97,-83.2,31699
GA,G1300730,Augusta Bush Field,722180,33.37,-81.97,
GA,G1300750,Moody Afb Valdosta,747810,30.97,-83.2,31699
GA,G1300770,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
GA,G1300790,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
GA,G1300810,Albany Dougherty County Ap,722160,31.53,-84.18,31707
TN,G1300830,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
GA,G1300850,Rome R B Russell Ap,723200,34.35,-85.17,30165
FL,G1300870,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
GA,G1300890,Dekalb Peachtree,722196,33.87,-84.3,30345
GA,G1300910,Warner Robins Afb,722175,32.63,-83.6,31098
GA,G1300930,Warner Robins Afb,722175,32.63,-83.6,31098
GA,G1300950,Albany Dougherty County Ap,722160,31.53,-84.18,31707
GA,G1300970,Fulton Co Arpt Brow,722195,33.77,-84.52,30318
AL,G1300990,Dothan Municipal Ap,722268,31.23,-85.43,36301
GA,G1301010,Valdosta Wb Airport,722166,30.78,-83.28,31601
GA,G1301030,Savannah Intl Ap,722070,32.12,-81.2,31418
SC,G1301050,Anderson County Ap,723125,34.5,-82.72,29626
GA,G1301070,Augusta Bush Field,722180,33.37,-81.97,
GA,G1301090,Savannah Intl Ap,722070,32.12,-81.2,31418
TN,G1301110,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
GA,G1301130,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
GA,G1301150,Rome R B Russell Ap,723200,34.35,-85.17,30165
GA,G1301170,Dekalb Peachtree,722196,33.87,-84.3,30345
NC,G1301190,Asheville Regional Arpt,723150,35.43,-82.53,28704
GA,G1301210,Dekalb Peachtree,722196,33.87,-84.3,30345
GA,G1301230,Rome R B Russell Ap,723200,34.35,-85.17,30165
GA,G1301250,Augusta Bush Field,722180,33.37,-81.97,
GA,G1301270,Brunswick Golden Is,722136,31.25,-81.47,31524
GA,G1301290,Rome R B Russell Ap,723200,34.35,-85.17,30165
FL,G1301310,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
GA,G1301330,Athens Ben Epps Ap,723110,33.95,-83.33,30605
GA,G1301350,Dekalb Peachtree,722196,33.87,-84.3,30345
TN,G1301370,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
GA,G1301390,Rome R B Russell Ap,723200,34.35,-85.17,30165
GA,G1301410,Athens Ben Epps Ap,723110,33.95,-83.33,30605
GA,G1301430,Fulton Co Arpt Brow,722195,33.77,-84.52,30318
GA,G1301450,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
SC,G1301470,Anderson County Ap,723125,34.5,-82.72,29626
GA,G1301490,Fulton Co Arpt Brow,722195,33.77,-84.52,30318
GA,G1301510,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
GA,G1301530,Warner Robins Afb,722175,32.63,-83.6,31098
GA,G1301550,Albany Dougherty County Ap,722160,31.53,-84.18,31707
GA,G1301570,Athens Ben Epps Ap,723110,33.95,-83.33,30605
GA,G1301590,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
GA,G1301610,Alma-Bacon County AP,723160,31.533,-82.5,31510
GA,G1301630,Augusta Bush Field,722180,33.37,-81.97,
GA,G1301650,Augusta Bush Field,722180,33.37,-81.97,
GA,G1301670,Warner Robins Afb,722175,32.63,-83.6,31098
GA,G1301690,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
GA,G1301710,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
GA,G1301730,Moody Afb Valdosta,747810,30.97,-83.2,31699
GA,G1301750,Warner Robins Afb,722175,32.63,-83.6,31098
GA,G1301770,Albany Dougherty County Ap,722160,31.53,-84.18,31707
GA,G1301790,Hunter Aaf,747804,32,-81.15,31409
GA,G1301810,Augusta Bush Field,722180,33.37,-81.97,
GA,G1301830,Brunswick Golden Is,722136,31.25,-81.47,31524
GA,G1301850,Valdosta Wb Airport,722166,30.78,-83.28,31601
GA,G1301870,Rome R B Russell Ap,723200,34.35,-85.17,30165
GA,G1301890,Augusta Bush Field,722180,33.37,-81.97,
GA,G1301910,Brunswick Golden Is,722136,31.25,-81.47,31524
GA,G1301930,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
GA,G1301950,Athens Ben Epps Ap,723110,33.95,-83.33,30605
GA,G1301970,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
GA,G1301990,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
FL,G1302010,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
GA,G1302050,Albany Dougherty County Ap,722160,31.53,-84.18,31707
GA,G1302070,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
GA,G1302090,Alma-Bacon County AP,723160,31.533,-82.5,31510
GA,G1302110,Athens Ben Epps Ap,723110,33.95,-83.33,30605
TN,G1302130,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
GA,G1302150,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
GA,G1302170,Dekalb Peachtree,722196,33.87,-84.3,30345
GA,G1302190,Athens Ben Epps Ap,723110,33.95,-83.33,30605
GA,G1302210,Athens Ben Epps Ap,723110,33.95,-83.33,30605
GA,G1302230,Marietta Dobbins Afb,722270,33.92,-84.52,30069
GA,G1302250,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
GA,G1302270,Marietta Dobbins Afb,722270,33.92,-84.52,30069
GA,G1302290,Alma Bacon County Ap,722135,31.53,-82.5,31510
GA,G1302310,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
GA,G1302330,Marietta Dobbins Afb,722270,33.92,-84.52,30069
GA,G1302350,Warner Robins Afb,722175,32.63,-83.6,31098
GA,G1302370,Athens Ben Epps Ap,723110,33.95,-83.33,30605
GA,G1302390,Fort Benning Lawson,722250,32.35,-85,36856
NC,G1302410,Asheville Regional Arpt,723150,35.43,-82.53,28704
GA,G1302430,Albany Dougherty County Ap,722160,31.53,-84.18,31707
GA,G1302450,Augusta Bush Field,722180,33.37,-81.97,
GA,G1302470,Dekalb Peachtree,722196,33.87,-84.3,30345
GA,G1302490,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
GA,G1302510,Augusta Bush Field,722180,33.37,-81.97,
FL,G1302530,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
GA,G1302550,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321
NC,G1302570,Asheville Regional Arpt,723150,35.43,-82.53,28704
GA,G1302590,Fort Benning Lawson,722250,32.35,-85,36856
GA,G1302610,Albany Dougherty County Ap,722160,31.53,-84.18,31707
GA,G1302630,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
GA,G1302650,Athens Ben Epps Ap,723110,33.95,-83.33,30605
GA,G1302670,Alma-Bacon County AP,723160,31.533,-82.5,31510
GA,G1302690,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
GA,G1302710,Alma-Bacon County AP,723160,31.533,-82.5,31510
GA,G1302730,Albany Dougherty County Ap,722160,31.53,-84.18,31707
FL,G1302750,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310
GA,G1302770,Albany Dougherty County Ap,722160,31.53,-84.18,31707
GA,G1302790,Alma-Bacon County AP,723160,31.533,-82.5,31510
TN,G1302810,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
GA,G1302830,Alma-Bacon County AP,723160,31.533,-82.5,31510
GA,G1302850,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904
GA,G1302870,Albany Dougherty County Ap,722160,31.53,-84.18,31707
GA,G1302890,Warner Robins Afb,722175,32.63,-83.6,31098
TN,G1302910,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
GA,G1302930,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297
TN,G1302950,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
GA,G1302970,Athens Ben Epps Ap,723110,33.95,-83.33,30605
GA,G1302990,Alma Bacon County Ap,722135,31.53,-82.5,31510
GA,G1303010,Augusta Bush Field,722180,33.37,-81.97,
GA,G1303030,Warner Robins Afb,722175,32.63,-83.6,31098
GA,G1303050,Brunswick Golden Is,722136,31.25,-81.47,31524
GA,G1303070,Fort Benning Lawson,722250,32.35,-85,36856
GA,G1303090,Alma-Bacon County AP,723160,31.533,-82.5,31510
TN,G1303110,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G1303130,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
GA,G1303150,Warner Robins Afb,722175,32.63,-83.6,31098
GA,G1303170,Athens Ben Epps Ap,723110,33.95,-83.33,30605
GA,G1303190,Warner Robins Afb,722175,32.63,-83.6,31098
GA,G1303210,Albany Dougherty County Ap,722160,31.53,-84.18,31707
HI,G1500010,Hilo International Ap,912850,19.72,-155.05,96720
HI,G1500030,Honolulu Intl Arpt,911820,21.32,-157.93,96853
HI,G1500070,Lihue Airport,911650,21.98,-159.33,96766
HI,G1500090,Kahului Airport,911900,20.9,-156.43,96732
ID,G1600010,Boise Air Terminal  Uo,726810,43.62,-116.21,83702
ID,G1600030,Boise Air Terminal  Uo,726810,43.62,-116.21,83702
ID,G1600050,Pocatello Regional Ap,725780,42.92,-112.57,
ID,G1600070,Soda Springs Tigert,725868,42.65,-111.58,83276
ID,G1600090,Coeur D Alene Awos,727834,47.77,-116.82,83835
ID,G1600110,Pocatello Regional Ap,725780,42.92,-112.57,
ID,G1600130,Hailey Friedman Mem,725865,43.5,-114.3,83333
ID,G1600150,Boise Air Terminal  Uo,726810,43.62,-116.21,83702
MT,G1600170,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,
ID,G1600190,Idaho Falls Fanning Field,725785,43.52,-112.07,83402
MT,G1600210,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,
ID,G1600230,Hailey Friedman Mem,725865,43.5,-114.3,83333
ID,G1600250,Hailey Friedman Mem,725865,43.5,-114.3,83333
ID,G1600270,Caldwell  Awos,726813,43.63,-116.63,83651
ID,G1600290,Soda Springs Tigert,725868,42.65,-111.58,83276
ID,G1600310,Burley Municipal Arpt,725867,42.53,-113.77,83318
ID,G1600330,Idaho Falls Fanning Field,725785,43.52,-112.07,83402
ID,G1600350,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501
ID,G1600370,Hailey Friedman Mem,725865,43.5,-114.3,83333
ID,G1600390,Mountain Home Afb,726815,43.05,-115.87,83648
ID,G1600410,Malad City,725786,42.15,-112.28,
ID,G1600430,Idaho Falls Fanning Field,725785,43.52,-112.07,83402
ID,G1600450,Caldwell  Awos,726813,43.63,-116.63,83651
ID,G1600470,Joslin Fld Magic Va  Twin Fall,725866,42.55,-114.35,83341
ID,G1600490,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501
ID,G1600510,Idaho Falls Fanning Field,725785,43.52,-112.07,83402
ID,G1600530,Joslin Fld Magic Va  Twin Fall,725866,42.55,-114.35,83341
ID,G1600550,Coeur D Alene Awos,727834,47.77,-116.82,83835
WA,G1600570,Pullman Moscow Rgnl,727857,46.75,-117.12,99164
ID,G1600590,Salmon Lemhi  Awos,726865,45.12,-113.88,83467
ID,G1600610,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501
ID,G1600630,Joslin Fld Magic Va  Twin Fall,725866,42.55,-114.35,83341
ID,G1600650,Idaho Falls Fanning Field,725785,43.52,-112.07,83402
ID,G1600670,Burley Municipal Arpt,725867,42.53,-113.77,83318
ID,G1600690,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501
ID,G1600710,Malad City,725786,42.15,-112.28,
ID,G1600730,Caldwell  Awos,726813,43.63,-116.63,83651
ID,G1600750,Caldwell  Awos,726813,43.63,-116.63,83651
ID,G1600770,Pocatello Regional Ap,725780,42.92,-112.57,
MT,G1600790,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,
ID,G1600810,Idaho Falls Fanning Field,725785,43.52,-112.07,83402
ID,G1600830,Joslin Fld Magic Va  Twin Fall,725866,42.55,-114.35,83341
ID,G1600850,Hailey Friedman Mem,725865,43.5,-114.3,83333
ID,G1600870,Caldwell  Awos,726813,43.63,-116.63,83651
IL,G1700010,Quincy Rgnl AP-Baldwin Field,724430,39.933,-91.2,62305
MO,G1700030,Cape Girardeau Rgnl AP,723290,37.233,-89.567,63780
IL,G1700050,Belleville Scott Afb,724338,38.55,-89.85,62225
IL,G1700070,Rockford Greater Rockford Ap,725430,42.2,-89.1,61104
IL,G1700090,Quincy Rgnl AP-Baldwin Field,724430,39.933,-91.2,62305
IL,G1700110,Sterling Rockfalls,725326,41.75,-89.67,61071
MO,G1700130,St Louis Lambert IntL Arpt,724340,38.75,-90.37,63145
IL,G1700150,Sterling Rockfalls,725326,41.75,-89.67,61071
IL,G1700170,Springfield Capital Ap,724390,39.85,-89.68,62702
IL,G1700190,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822
IL,G1700210,Belleville Scott Afb,724338,38.55,-89.85,62225
IN,G1700230,Monroe Co,724375,39.13,-86.62,47403
IL,G1700250,Mount Vernon  Awos,724335,38.32,-88.87,62864
IL,G1700270,Belleville Scott Afb,724338,38.55,-89.85,62225
IL,G1700290,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822
IL,G1700310,Chicago Midway Ap,725340,41.78,-87.75,60638
IN,G1700330,Evansville Regional Ap,724320,38.05,-87.53,47711
IL,G1700350,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822
IL,G1700370,Aurora Municipal,744655,41.77,-88.47,60554
IL,G1700390,Central Illinois Rg,724397,40.47,-88.92,61704
IL,G1700410,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822
IL,G1700430,W  Chicago Du Page,725305,41.92,-88.25,60174
IN,G1700450,Terre Haute Hulman Regional A,724373,39.45,-87.3,47871
IN,G1700470,Evansville Regional Ap,724320,38.05,-87.53,47711
IL,G1700490,Mount Vernon  Awos,724335,38.32,-88.87,62864
IL,G1700510,Mount Vernon  Awos,724335,38.32,-88.87,62864
IL,G1700530,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822
IL,G1700550,Marion Regional,724339,37.75,-89.02,62948
IL,G1700570,Peoria Greater Peoria Ap,725320,40.67,-89.68,61607
KY,G1700590,Henderson City,724238,37.82,-87.68,42420
IL,G1700610,Springfield Capital Ap,724390,39.85,-89.68,62702
IL,G1700630,Aurora Municipal,744655,41.77,-88.47,60554
IL,G1700650,Mount Vernon  Awos,724335,38.32,-88.87,62864
IA,G1700670,Keokuk Muni,725456,40.47,-91.43,52632
KY,G1700690,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086
IA,G1700710,Burlington-Southeast Iowa Rgnl AP,725420,40.783,-91.117,52601
IL,G1700730,Moline Quad City Intl Ap,725440,41.47,-90.52,61265
IL,G1700750,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822
IL,G1700770,Southern Illinois,724336,37.77,-89.25,62966
IL,G1700790,Mount Vernon  Awos,724335,38.32,-88.87,62864
IL,G1700810,Mount Vernon  Awos,724335,38.32,-88.87,62864
MO,G1700830,St Louis Lambert IntL Arpt,724340,38.75,-90.37,63145
WI,G1700850,Lone Rock Faa Ap,726416,43.2,-90.18,53588
IL,G1700870,Marion Regional,724339,37.75,-89.02,62948
IL,G1700890,W  Chicago Du Page,725305,41.92,-88.25,60174
IL,G1700910,Chicago Midway Ap,725340,41.78,-87.75,60638
IL,G1700930,Aurora Municipal,744655,41.77,-88.47,60554
IL,G1700950,Moline Quad City Intl Ap,725440,41.47,-90.52,61265
IL,G1700970,Chicago Waukegan,725347,42.42,-87.87,60087
IL,G1700990,Aurora Municipal,744655,41.77,-88.47,60554
IN,G1701010,Evansville Regional Ap,724320,38.05,-87.53,47711
IL,G1701030,Sterling Rockfalls,725326,41.75,-89.67,61071
IL,G1701050,Central Illinois Rg,724397,40.47,-88.92,61704
IL,G1701070,Springfield Capital Ap,724390,39.85,-89.68,62702
IA,G1701090,Burlington-Southeast Iowa Rgnl AP,725420,40.783,-91.117,52601
IL,G1701110,W  Chicago Du Page,725305,41.92,-88.25,60174
IL,G1701130,Central Illinois Rg,724397,40.47,-88.92,61704
IL,G1701150,Decatur,725316,39.83,-88.87,
IL,G1701170,Belleville Scott Afb,724338,38.55,-89.85,62225
IL,G1701190,Cahokia St  Louis,725314,38.57,-90.15,62206
IL,G1701210,Mount Vernon  Awos,724335,38.32,-88.87,62864
IL,G1701230,Peoria Greater Peoria Ap,725320,40.67,-89.68,61607
IL,G1701250,Peoria Greater Peoria Ap,725320,40.67,-89.68,61607
KY,G1701270,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086
IL,G1701290,Springfield Capital Ap,724390,39.85,-89.68,62702
IL,G1701310,Moline Quad City Intl Ap,725440,41.47,-90.52,61265
IL,G1701330,Cahokia St  Louis,725314,38.57,-90.15,62206
IL,G1701350,Belleville Scott Afb,724338,38.55,-89.85,62225
IL,G1701370,Springfield Capital Ap,724390,39.85,-89.68,62702
IL,G1701390,Decatur,725316,39.83,-88.87,
IL,G1701410,Rockford Greater Rockford Ap,725430,42.2,-89.1,61104
IL,G1701430,Peoria Greater Peoria Ap,725320,40.67,-89.68,61607
IL,G1701450,Southern Illinois,724336,37.77,-89.25,62966
IL,G1701470,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822
IL,G1701490,Quincy Muni Baldwin Fld,724396,39.93,-91.2,62338
KY,G1701510,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086
KY,G1701530,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086
IL,G1701550,Sterling Rockfalls,725326,41.75,-89.67,61071
IL,G1701570,Belleville Scott Afb,724338,38.55,-89.85,62225
IN,G1701590,Evansville Regional Ap,724320,38.05,-87.53,47711
IL,G1701610,Moline Quad City Intl Ap,725440,41.47,-90.52,61265
IL,G1701630,Cahokia St  Louis,725314,38.57,-90.15,62206
IL,G1701650,Marion Regional,724339,37.75,-89.02,62948
IL,G1701670,Springfield Capital Ap,724390,39.85,-89.68,62702
IL,G1701690,Quincy Rgnl AP-Baldwin Field,724430,39.933,-91.2,62305
IL,G1701710,Quincy Muni Baldwin Fld,724396,39.93,-91.2,62338
IL,G1701730,Mount Vernon  Awos,724335,38.32,-88.87,62864
IL,G1701750,Peoria Greater Peoria Ap,725320,40.67,-89.68,61607
IL,G1701770,Rockford Greater Rockford Ap,725430,42.2,-89.1,61104
IL,G1701790,Peoria Greater Peoria Ap,725320,40.67,-89.68,61607
IL,G1701810,Southern Illinois,724336,37.77,-89.25,62966
IL,G1701830,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822
IN,G1701850,Evansville Regional Ap,724320,38.05,-87.53,47711
IA,G1701870,Burlington-Southeast Iowa Rgnl AP,725420,40.783,-91.117,52601
IL,G1701890,Belleville Scott Afb,724338,38.55,-89.85,62225
IL,G1701910,Mount Vernon  Awos,724335,38.32,-88.87,62864
KY,G1701930,Henderson City,724238,37.82,-87.68,42420
IL,G1701950,Sterling Rockfalls,725326,41.75,-89.67,61071
IL,G1701970,Chicago Midway Ap,725340,41.78,-87.75,60638
IL,G1701990,Marion Regional,724339,37.75,-89.02,62948
IL,G1702010,Rockford Greater Rockford Ap,725430,42.2,-89.1,61104
IL,G1702030,Peoria Greater Peoria Ap,725320,40.67,-89.68,61607
IN,G1800010,Fort Wayne Intl Ap,725330,41,-85.2,46809
IN,G1800030,Fort Wayne Intl Ap,725330,41,-85.2,46809
IN,G1800050,Indianapolis Intl Ap,724380,39.72,-86.27,46241
IN,G1800070,Lafayette Purdue Univ Ap,724386,40.42,-86.93,47906
IN,G1800090,Delaware Co Johnson,725336,40.23,-85.4,47304
IN,G1800110,Indianapolis Intl Ap,724380,39.72,-86.27,46241
IN,G1800130,Indianapolis Intl Ap,724380,39.72,-86.27,46241
IN,G1800150,Lafayette Purdue Univ Ap,724386,40.42,-86.93,47906
IN,G1800170,Grissom Arb,725335,40.65,-86.15,46971
KY,G1800190,Louisville Bowman Field,724235,38.23,-85.67,40205
IN,G1800210,Terre Haute Hulman Regional A,724373,39.45,-87.3,47871
IN,G1800230,Lafayette Purdue Univ Ap,724386,40.42,-86.93,47906
IN,G1800250,Huntingburg,724365,38.25,-86.95,47542
IN,G1800270,Huntingburg,724365,38.25,-86.95,47542
KY,G1800290,Cincinnati Northern Ky Ap,724210,39.05,-84.67,41005
KY,G1800310,Cincinnati Northern Ky Ap,724210,39.05,-84.67,41005
IN,G1800330,Fort Wayne Intl Ap,725330,41,-85.2,46809
IN,G1800350,Delaware Co Johnson,725336,40.23,-85.4,47304
IN,G1800370,Huntingburg,724365,38.25,-86.95,47542
IN,G1800390,South Bend Michiana Rgnl Ap,725350,41.7,-86.33,46628
IN,G1800410,Delaware Co Johnson,725336,40.23,-85.4,47304
KY,G1800430,Louisville Standiford Field,724230,38.18,-85.73,40213
IN,G1800450,Lafayette Purdue Univ Ap,724386,40.42,-86.93,47906
IN,G1800470,Delaware Co Johnson,725336,40.23,-85.4,47304
IN,G1800490,Grissom Arb,725335,40.65,-86.15,46971
IN,G1800510,Evansville Regional Ap,724320,38.05,-87.53,47711
IN,G1800530,Delaware Co Johnson,725336,40.23,-85.4,47304
IN,G1800550,Monroe Co,724375,39.13,-86.62,47403
IN,G1800570,Indianapolis Intl Ap,724380,39.72,-86.27,46241
IN,G1800590,Indianapolis Intl Ap,724380,39.72,-86.27,46241
KY,G1800610,Fort Knox Godman Aaf,724240,37.9,-85.97,40121
IN,G1800630,Indianapolis Intl Ap,724380,39.72,-86.27,46241
IN,G1800650,Delaware Co Johnson,725336,40.23,-85.4,47304
IN,G1800670,Grissom Arb,725335,40.65,-86.15,46971
IN,G1800690,Fort Wayne Intl Ap,725330,41,-85.2,46809
IN,G1800710,Monroe Co,724375,39.13,-86.62,47403
IN,G1800730,Lafayette Purdue Univ Ap,724386,40.42,-86.93,47906
IN,G1800750,Delaware Co Johnson,725336,40.23,-85.4,47304
KY,G1800770,Louisville Bowman Field,724235,38.23,-85.67,40205
KY,G1800790,Louisville Bowman Field,724235,38.23,-85.67,40205
IN,G1800810,Indianapolis Intl Ap,724380,39.72,-86.27,46241
IN,G1800830,Evansville Regional Ap,724320,38.05,-87.53,47711
IN,G1800850,South Bend Michiana Rgnl Ap,725350,41.7,-86.33,46628
MI,G1800870,Kalamazoo Battle Cr,726357,42.23,-85.55,49002
IL,G1800890,Chicago Midway Ap,725340,41.78,-87.75,60638
IN,G1800910,South Bend Michiana Rgnl Ap,725350,41.7,-86.33,46628
IN,G1800930,Monroe Co,724375,39.13,-86.62,47403
IN,G1800950,Delaware Co Johnson,725336,40.23,-85.4,47304
IN,G1800970,Indianapolis Intl Ap,724380,39.72,-86.27,46241
IN,G1800990,South Bend Michiana Rgnl Ap,725350,41.7,-86.33,46628
IN,G1801010,Huntingburg,724365,38.25,-86.95,47542
IN,G1801030,Grissom Arb,725335,40.65,-86.15,46971
IN,G1801050,Monroe Co,724375,39.13,-86.62,47403
IN,G1801070,Lafayette Purdue Univ Ap,724386,40.42,-86.93,47906
IN,G1801090,Indianapolis Intl Ap,724380,39.72,-86.27,46241
IN,G1801110,Lafayette Purdue Univ Ap,724386,40.42,-86.93,47906
IN,G1801130,Fort Wayne Intl Ap,725330,41,-85.2,46809
KY,G1801150,Cincinnati Northern Ky Ap,724210,39.05,-84.67,41005
IN,G1801170,Huntingburg,724365,38.25,-86.95,47542
IN,G1801190,Monroe Co,724375,39.13,-86.62,47403
IN,G1801210,Terre Haute Hulman Regional A,724373,39.45,-87.3,47871
IN,G1801230,Huntingburg,724365,38.25,-86.95,47542
IN,G1801250,Huntingburg,724365,38.25,-86.95,47542
IL,G1801270,Chicago Midway Ap,725340,41.78,-87.75,60638
KY,G1801290,Henderson City,724238,37.82,-87.68,42420
IN,G1801310,Grissom Arb,725335,40.65,-86.15,46971
IN,G1801330,Terre Haute Hulman Regional A,724373,39.45,-87.3,47871
IN,G1801350,Delaware Co Johnson,725336,40.23,-85.4,47304
KY,G1801370,Cincinnati Northern Ky Ap,724210,39.05,-84.67,41005
IN,G1801390,Delaware Co Johnson,725336,40.23,-85.4,47304
IN,G1801410,South Bend Michiana Rgnl Ap,725350,41.7,-86.33,46628
