,Unnamed: 0,index,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2,STATE,h1_emissions,c1_emissions,t1_emissions,h2_emissions,c2_emissions,t2_emissions,h1_cost,c1_cost,t1_cost,h2_cost,c2_cost,t2_cost,emissions_comparison,cost_comparison
2250,2250,2250,PA,G4200330,Bradford Regional Ap,725266,41.8,-78.63,,42033,RFCE,51.33,16.21,1.035,42.69,0.01,0.0,0.785,0.02,0,0,0,0,0,0,0,0,0.745,0,0.01,0.0,0.315,0.02,49.77,45.91,43.61,0,0,0,47.44,19.41,30.48,65.32,PA,0.001601779667962491,0.0,0.001601779667962491,0.002302331715731806,0.0,0.002302331715731806,0.436785857932819,0.0,0.436785857932819,0.48171843443661966,0.0,0.48171843443661966,-0.3042793716398254,-0.09327560103932978
2251,2251,2251,PA,G4200350,Williamsport Regional Ap,725140,41.25,-76.92,17754.0,42035,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196445721743,1.6719068729095295e-05,0.0010779155144508383,0.0016834954410175722,1.6719068729095295e-05,0.0017002145097466674,0.2891247535853885,0.004850182259587132,0.29397493584497564,0.3522388988028169,0.004850182259587132,0.357089081062404,-0.36601204832003925,-0.17674621982182281
2252,2252,2252,PA,G4200370,Williamsport Regional Ap,725140,41.25,-76.92,17754.0,42037,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196445721743,1.6719068729095295e-05,0.0010779155144508383,0.0016834954410175722,1.6719068729095295e-05,0.0017002145097466674,0.2891247535853885,0.004850182259587132,0.29397493584497564,0.3522388988028169,0.004850182259587132,0.357089081062404,-0.36601204832003925,-0.17674621982182281
2253,2253,2253,PA,G4200390,Franklin,725267,41.38,-79.87,,42039,RFCE,38.72,12.22,0.805,34.55,0.03,0.01,0.545,0.05,0,0,0,0,0,0,0,0,0.645,0,0.03,0.01,0.255,0.05,40.08,36.98,35.13,0,0,0,42.99,19.38,30.33,56.35,PA,0.001209810389980368,9.288371516164054e-07,0.0012107392271319844,0.0018545028718745847,9.288371516164054e-07,0.001855431709026201,0.3292734845119709,0.0002694545699770629,0.329542939081948,0.388018900140845,0.0002694545699770629,0.38828835471082207,-0.34746225299371164,-0.15129327191031716
2254,2254,2254,PA,G4200410,Harrisburg Capital City Arpt,725118,40.22,-76.85,17070.0,42041,RFCE,26.87,8.48,0.595,24.81,2.13,0.67,0.365,4.45,0,0,0,0,0,0,0,0,0.5,0,2.01,0.64,0.18,4.5,28.73,26.5,25.18,0,0,0,39.52,19.19,30.73,45.69,PA,0.000842919715091888,6.223208915829916e-05,0.0009051518042501872,0.0013289433776278127,5.944557770344995e-05,0.0013883889553312626,0.22849747534054937,0.018053456188463216,0.24655093152901258,0.2780557288732394,0.017245092478532027,0.29530082135177144,-0.3480560322995205,-0.16508552058745032
2255,2255,2255,PA,G4200430,Harrisburg Capital City Arpt,725118,40.22,-76.85,17070.0,42043,RFCE,26.87,8.48,0.595,24.81,2.13,0.67,0.365,4.45,0,0,0,0,0,0,0,0,0.5,0,2.01,0.64,0.18,4.5,28.73,26.5,25.18,0,0,0,39.52,19.19,30.73,45.69,PA,0.000842919715091888,6.223208915829916e-05,0.0009051518042501872,0.0013289433776278127,5.944557770344995e-05,0.0013883889553312626,0.22849747534054937,0.018053456188463216,0.24655093152901258,0.2780557288732394,0.017245092478532027,0.29530082135177144,-0.3480560322995205,-0.16508552058745032
2256,2256,2256,PA,G4200450,Philadelphia International Ap,724080,39.87,-75.23,19113.0,42045,RFCE,23.8,7.52,0.53,23.13,3.05,0.96,0.32,6.12,0,0,0,0,0,0,0,0,0.465,0,2.91,0.92,0.165,6.19,26.74,24.67,23.44,0,0,0,38.75,19.18,30.97,43.86,PA,0.0007477139070512062,8.916836655517491e-05,0.0008368822736063811,0.0012371710613614392,8.54530179487093e-05,0.0013226240793101484,0.2026298366227513,0.025867638717798038,0.22849747534054934,0.2588541445774648,0.024789820437889788,0.2836439650153546,-0.36725613369833665,-0.19442151597274418
2257,2257,2257,PA,G4200470,Bradford Regional Ap,725266,41.8,-78.63,,42047,RFCW,51.33,16.21,1.035,42.69,0.01,0.0,0.785,0.02,0,0,0,0,0,0,0,0,0.745,0,0.01,0.0,0.315,0.02,49.77,45.91,43.61,0,0,0,47.44,19.41,30.48,65.32,PA,0.002462951532458454,0.0,0.002462951532458454,0.002302331715731806,0.0,0.002302331715731806,0.436785857932819,0.0,0.436785857932819,0.48171843443661966,0.0,0.48171843443661966,0.06976397694091369,-0.09327560103932978
2258,2258,2258,PA,G4200490,Erie International Ap,725260,42.08,-80.18,16505.0,42049,RFCE,37.8,11.93,0.75,34.65,0.92,0.29,0.52,1.98,0,0,0,0,0,0,0,0,0.62,0,0.86,0.27,0.25,2.01,40.15,37.04,35.18,0,0,0,42.91,19.28,30.55,56.32,PA,0.0011777655082496022,2.6936277396875758e-05,0.001204701785646478,0.0018575118002767611,2.5078603093642944e-05,0.001882590403370404,0.321459301982636,0.007814182529334824,0.3292734845119708,0.38864846028169014,0.007275273389380698,0.39592373367107087,-0.3600829030628761,-0.16834113110903415
2259,2259,2259,WV,G4200510,Morgantown Hart Field,724176,39.65,-79.92,26508.0,42051,RFCW,22.99,7.26,0.57,19.14,0.98,0.31,0.34,2.23,0,0,0,0,0,0,0,0,0.45,0,0.91,0.29,0.15,2.26,22.28,20.56,19.53,0,0,0,37.9,19.18,30.31,39.74,PA,0.0011182899680573903,4.427457089371532e-05,0.0011625645389511056,0.0010310594658123708,4.1418146965088525e-05,0.0010724776127774595,0.19562401780334765,0.00835309166928895,0.2039771094726366,0.21572927492957744,0.007814182529334824,0.22354345745891227,0.08399888734305846,-0.08752816212423492
2260,2260,2260,PA,G4200530,Dubois Faa Ap,725125,41.18,-78.9,15851.0,42053,RFCE,42.25,13.34,0.845,36.7,0.28,0.09,0.615,0.53,0,0,0,0,0,0,0,0,0.65,0,0.26,0.08,0.27,0.53,42.67,39.36,37.4,0,0,0,44.31,19.34,30.42,58.7,PA,0.0013175554995678712,8.359534364547647e-06,0.001325915033932419,0.001973857031827574,7.430697212931244e-06,0.001981287729040505,0.35945239634940196,0.002425091129793566,0.3618774874791955,0.41299145239436624,0.0021556365598165033,0.41514708895418273,-0.330781181098552,-0.12831500663820447
2261,2261,2261,MD,G4200550,Hagerstown Rgnl Ric,724066,39.7,-77.73,21767.0,42055,RFCE,21.12,6.67,0.52,19.25,2.96,0.93,0.29,5.98,0,0,0,0,0,0,0,0,0.44,0,2.81,0.89,0.14,6.05,22.31,20.58,19.55,0,0,0,37.83,19.16,30.89,39.74,PA,0.0006678339120121954,8.63818551003257e-05,0.0007542157671125211,0.0010320624419464296,8.266650649386009e-05,0.0011147289484402896,0.17972619817470098,0.025059275007866852,0.20478547318256785,0.21593912830985915,0.0239814567279586,0.23992058503781774,-0.3234088267216821,-0.14644475733381396
2262,2262,2262,MD,G4200570,Hagerstown Rgnl Ric,724066,39.7,-77.73,21767.0,42057,RFCE,21.12,6.67,0.52,19.25,2.96,0.93,0.29,5.98,0,0,0,0,0,0,0,0,0.44,0,2.81,0.89,0.14,6.05,22.31,20.58,19.55,0,0,0,37.83,19.16,30.89,39.74,PA,0.0006678339120121954,8.63818551003257e-05,0.0007542157671125211,0.0010320624419464296,8.266650649386009e-05,0.0011147289484402896,0.17972619817470098,0.025059275007866852,0.20478547318256785,0.21593912830985915,0.0239814567279586,0.23992058503781774,-0.3234088267216821,-0.14644475733381396
2263,2263,2263,WV,G4200590,Morgantown Hart Field,724176,39.65,-79.92,26508.0,42059,RFCW,22.99,7.26,0.57,19.14,0.98,0.31,0.34,2.23,0,0,0,0,0,0,0,0,0.45,0,0.91,0.29,0.15,2.26,22.28,20.56,19.53,0,0,0,37.9,19.18,30.31,39.74,PA,0.0011182899680573903,4.427457089371532e-05,0.0011625645389511056,0.0010310594658123708,4.1418146965088525e-05,0.0010724776127774595,0.19562401780334765,0.00835309166928895,0.2039771094726366,0.21572927492957744,0.007814182529334824,0.22354345745891227,0.08399888734305846,-0.08752816212423492
2264,2264,2264,PA,G4200610,State College  Penn State   Su,725128,40.72,-77.93,16865.0,42061,RFCE,29.84,9.42,0.695,26.53,0.65,0.21,0.425,1.38,0,0,0,0,0,0,0,0,0.56,0,0.61,0.19,0.19,1.39,30.8,28.41,26.99,0,0,0,40.16,19.26,30.36,47.67,PA,0.000939518778859994,1.950558018394451e-05,0.0009590243590439385,0.0014247275984304209,1.7647905880711704e-05,0.0014423755043111326,0.25382620491839325,0.005658545969518322,0.25948475088791156,0.2980967266901408,0.0051196368295641954,0.303216363519705,-0.3351077051866871,-0.14422576711943008
2265,2265,2265,PA,G4200630,Johnstown Cambria County Ap,725127,40.32,-78.83,15904.0,42063,RFCE,42.19,13.32,0.855,36.32,0.36,0.11,0.635,0.78,0,0,0,0,0,0,0,0,0.635,0,0.33,0.11,0.265,0.79,42.29,39.01,37.06,0,0,0,44.35,19.32,30.41,58.33,PA,0.0013166266624162547,1.021720866778046e-05,0.001326843871084035,0.0019563049494815458,1.021720866778046e-05,0.001966522158149326,0.3589134872094478,0.002964000269747692,0.3618774874791955,0.40931901823943656,0.002964000269747692,0.41228301850918425,-0.3252840474817155,-0.122259537179715
2266,2266,2266,PA,G4200650,Dubois Faa Ap,725125,41.18,-78.9,15851.0,42065,RFCE,42.25,13.34,0.845,36.7,0.28,0.09,0.615,0.53,0,0,0,0,0,0,0,0,0.65,0,0.26,0.08,0.27,0.53,42.67,39.36,37.4,0,0,0,44.31,19.34,30.42,58.7,PA,0.0013175554995678712,8.359534364547647e-06,0.001325915033932419,0.001973857031827574,7.430697212931244e-06,0.001981287729040505,0.35945239634940196,0.002425091129793566,0.3618774874791955,0.41299145239436624,0.0021556365598165033,0.41514708895418273,-0.330781181098552,-0.12831500663820447
2267,2267,2267,PA,G4200670,State College  Penn State   Su,725128,40.72,-77.93,16865.0,42067,RFCE,29.84,9.42,0.695,26.53,0.65,0.21,0.425,1.38,0,0,0,0,0,0,0,0,0.56,0,0.61,0.19,0.19,1.39,30.8,28.41,26.99,0,0,0,40.16,19.26,30.36,47.67,PA,0.000939518778859994,1.950558018394451e-05,0.0009590243590439385,0.0014247275984304209,1.7647905880711704e-05,0.0014423755043111326,0.25382620491839325,0.005658545969518322,0.25948475088791156,0.2980967266901408,0.0051196368295641954,0.303216363519705,-0.3351077051866871,-0.14422576711943008
2268,2268,2268,PA,G4200690,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641.0,42069,RFCE,35.04,11.06,0.705,31.91,0.34,0.11,0.475,0.62,0,0,0,0,0,0,0,0,0.59,0,0.33,0.1,0.23,0.63,36.98,34.11,32.4,0,0,0,41.77,19.31,30.34,53.42,PA,0.001092776908876701,1.021720866778046e-05,0.0011029941175444815,0.0017105757966371581,9.288371516164054e-06,0.0017198641681533222,0.2980167543946316,0.002964000269747692,0.3009807546643793,0.35790494007042256,0.002694545699770629,0.3605994857701932,-0.3586737034420547,-0.16533226878700646
2269,2269,2269,PA,G4200710,Lancaster,725116,40.12,-76.3,17543.0,42071,RFCE,21.19,6.69,0.505,20.55,1.93,0.61,0.275,3.7,0,0,0,0,0,0,0,0,0.46,0,1.84,0.58,0.15,3.74,23.74,21.9,20.81,0,0,0,37.5,19.2,30.6,41.11,PA,0.0006682983305880038,5.665906624860073e-05,0.0007249573968366045,0.0010982588667943053,5.3872554793751516e-05,0.0011521314215880568,0.18026510731465512,0.016436728768600837,0.19670183608325595,0.2297894514084507,0.015628365058669647,0.24541781646712035,-0.3707684876458372,-0.1985022158747431
2270,2270,2270,OH,G4200730,Youngstown Regional Airport,725250,41.25,-80.67,,42073,RFCW,45.05,14.22,0.895,41.95,0.03,0.01,0.675,0.06,0,0,0,0,0,0,0,0,0.685,0,0.03,0.01,0.305,0.06,48.7,44.93,42.68,0,0,0,45.23,19.39,30.41,64.31,PA,0.0021587423840597002,1.4282119643133977e-06,0.0021601705960240134,0.002253185885162929,1.4282119643133977e-06,0.0022546140971272423,0.3831643985073835,0.0002694545699770629,0.38343385307736055,0.47143561880281687,0.0002694545699770629,0.47170507337279394,-0.041888987221168246,-0.1871322257873441
2271,2271,2271,PA,G4200750,Lancaster,725116,40.12,-76.3,17543.0,42075,RFCE,21.19,6.69,0.505,20.55,1.93,0.61,0.275,3.7,0,0,0,0,0,0,0,0,0.46,0,1.84,0.58,0.15,3.74,23.74,21.9,20.81,0,0,0,37.5,19.2,30.6,41.11,PA,0.0006682983305880038,5.665906624860073e-05,0.0007249573968366045,0.0010982588667943053,5.3872554793751516e-05,0.0011521314215880568,0.18026510731465512,0.016436728768600837,0.19670183608325595,0.2297894514084507,0.015628365058669647,0.24541781646712035,-0.3707684876458372,-0.1985022158747431
2272,2272,2272,PA,G4200770,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032.0,42077,RFCE,34.61,10.93,0.705,32.57,0.84,0.27,0.485,1.63,0,0,0,0,0,0,0,0,0.575,0,0.81,0.25,0.235,1.65,37.73,34.81,33.07,0,0,0,41.8,19.27,30.48,54.08,PA,0.0010807020259056875,2.5078603093642944e-05,0.0011057806289993305,0.0017456799613292135,2.3220928790410136e-05,0.0017689008901196235,0.2945138449849297,0.007275273389380698,0.30178911837431044,0.3652498083802817,0.006736364249426573,0.3719861726297083,-0.37487700120691836,-0.18870877312226103
2273,2273,2273,PA,G4200790,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641.0,42079,RFCE,35.04,11.06,0.705,31.91,0.34,0.11,0.475,0.62,0,0,0,0,0,0,0,0,0.59,0,0.33,0.1,0.23,0.63,36.98,34.11,32.4,0,0,0,41.77,19.31,30.34,53.42,PA,0.001092776908876701,1.021720866778046e-05,0.0011029941175444815,0.0017105757966371581,9.288371516164054e-06,0.0017198641681533222,0.2980167543946316,0.002964000269747692,0.3009807546643793,0.35790494007042256,0.002694545699770629,0.3605994857701932,-0.3586737034420547,-0.16533226878700646
2274,2274,2274,PA,G4200810,Williamsport Regional Ap,725140,41.25,-76.92,17754.0,42081,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196445721743,1.6719068729095295e-05,0.0010779155144508383,0.0016834954410175722,1.6719068729095295e-05,0.0017002145097466674,0.2891247535853885,0.004850182259587132,0.29397493584497564,0.3522388988028169,0.004850182259587132,0.357089081062404,-0.36601204832003925,-0.17674621982182281
2275,2275,2275,PA,G4200830,Bradford Regional Ap,725266,41.8,-78.63,,42083,RFCE,51.33,16.21,1.035,42.69,0.01,0.0,0.785,0.02,0,0,0,0,0,0,0,0,0.745,0,0.01,0.0,0.315,0.02,49.77,45.91,43.61,0,0,0,47.44,19.41,30.48,65.32,PA,0.001601779667962491,0.0,0.001601779667962491,0.002302331715731806,0.0,0.002302331715731806,0.436785857932819,0.0,0.436785857932819,0.48171843443661966,0.0,0.48171843443661966,-0.3042793716398254,-0.09327560103932978
2276,2276,2276,OH,G4200850,Youngstown Regional Airport,725250,41.25,-80.67,,42085,RFCW,45.05,14.22,0.895,41.95,0.03,0.01,0.675,0.06,0,0,0,0,0,0,0,0,0.685,0,0.03,0.01,0.305,0.06,48.7,44.93,42.68,0,0,0,45.23,19.39,30.41,64.31,PA,0.0021587423840597002,1.4282119643133977e-06,0.0021601705960240134,0.002253185885162929,1.4282119643133977e-06,0.0022546140971272423,0.3831643985073835,0.0002694545699770629,0.38343385307736055,0.47143561880281687,0.0002694545699770629,0.47170507337279394,-0.041888987221168246,-0.1871322257873441
2277,2277,2277,PA,G4200870,State College  Penn State   Su,725128,40.72,-77.93,16865.0,42087,RFCE,29.84,9.42,0.695,26.53,0.65,0.21,0.425,1.38,0,0,0,0,0,0,0,0,0.56,0,0.61,0.19,0.19,1.39,30.8,28.41,26.99,0,0,0,40.16,19.26,30.36,47.67,PA,0.000939518778859994,1.950558018394451e-05,0.0009590243590439385,0.0014247275984304209,1.7647905880711704e-05,0.0014423755043111326,0.25382620491839325,0.005658545969518322,0.25948475088791156,0.2980967266901408,0.0051196368295641954,0.303216363519705,-0.3351077051866871,-0.14422576711943008
2278,2278,2278,PA,G4200890,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032.0,42089,RFCE,34.61,10.93,0.705,32.57,0.84,0.27,0.485,1.63,0,0,0,0,0,0,0,0,0.575,0,0.81,0.25,0.235,1.65,37.73,34.81,33.07,0,0,0,41.8,19.27,30.48,54.08,PA,0.0010807020259056875,2.5078603093642944e-05,0.0011057806289993305,0.0017456799613292135,2.3220928790410136e-05,0.0017689008901196235,0.2945138449849297,0.007275273389380698,0.30178911837431044,0.3652498083802817,0.006736364249426573,0.3719861726297083,-0.37487700120691836,-0.18870877312226103
2279,2279,2279,PA,G4200910,Willow Grove Nas,724086,40.2,-75.15,18976.0,42091,RFCE,15.63,4.93,0.46,14.56,2.71,0.86,0.2,5.71,0,0,0,0,0,0,0,0,0.425,0,2.56,0.81,0.105,5.77,16.83,15.53,14.75,0,0,0,35.87,19.16,30.75,34.68,PA,0.0005006432247212424,7.987999503901086e-05,0.0005805232197602533,0.000778810968096601,7.523580928092883e-05,0.0008540467773775299,0.132841102998692,0.023173093018027408,0.15601419601671943,0.16295114978873237,0.021825820168142097,0.18477696995687448,-0.3202676537896073,-0.15566211496415416
2280,2280,2280,PA,G4200930,Williamsport Regional Ap,725140,41.25,-76.92,17754.0,42093,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196445721743,1.6719068729095295e-05,0.0010779155144508383,0.0016834954410175722,1.6719068729095295e-05,0.0017002145097466674,0.2891247535853885,0.004850182259587132,0.29397493584497564,0.3522388988028169,0.004850182259587132,0.357089081062404,-0.36601204832003925,-0.17674621982182281
2281,2281,2281,PA,G4200950,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032.0,42095,RFCE,34.61,10.93,0.705,32.57,0.84,0.27,0.485,1.63,0,0,0,0,0,0,0,0,0.575,0,0.81,0.25,0.235,1.65,37.73,34.81,33.07,0,0,0,41.8,19.27,30.48,54.08,PA,0.0010807020259056875,2.5078603093642944e-05,0.0011057806289993305,0.0017456799613292135,2.3220928790410136e-05,0.0017689008901196235,0.2945138449849297,0.007275273389380698,0.30178911837431044,0.3652498083802817,0.006736364249426573,0.3719861726297083,-0.37487700120691836,-0.18870877312226103
2282,2282,2282,PA,G4200970,Williamsport Regional Ap,725140,41.25,-76.92,17754.0,42097,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196445721743,1.6719068729095295e-05,0.0010779155144508383,0.0016834954410175722,1.6719068729095295e-05,0.0017002145097466674,0.2891247535853885,0.004850182259587132,0.29397493584497564,0.3522388988028169,0.004850182259587132,0.357089081062404,-0.36601204832003925,-0.17674621982182281
2283,2283,2283,PA,G4200990,Harrisburg Capital City Arpt,725118,40.22,-76.85,17070.0,42099,RFCE,26.87,8.48,0.595,24.81,2.13,0.67,0.365,4.45,0,0,0,0,0,0,0,0,0.5,0,2.01,0.64,0.18,4.5,28.73,26.5,25.18,0,0,0,39.52,19.19,30.73,45.69,PA,0.000842919715091888,6.223208915829916e-05,0.0009051518042501872,0.0013289433776278127,5.944557770344995e-05,0.0013883889553312626,0.22849747534054937,0.018053456188463216,0.24655093152901258,0.2780557288732394,0.017245092478532027,0.29530082135177144,-0.3480560322995205,-0.16508552058745032
2284,2284,2284,PA,G4201010,Philadelphia Ne Philadelphia,724085,40.08,-75.02,19114.0,42101,RFCE,22.82,7.2,0.55,22.04,2.56,0.81,0.32,4.83,0,0,0,0,0,0,0,0,0.47,0,2.47,0.78,0.16,4.89,25.52,23.54,22.37,0,0,0,38.31,19.21,30.82,42.76,PA,0.0007198487925027142,7.523580928092883e-05,0.000795084601783643,0.0011805029097871212,7.244929782607962e-05,0.0012529522076132008,0.1940072903834853,0.021825820168142097,0.2158331105516274,0.2469974285915493,0.02101745645821091,0.26801488504976023,-0.3654310220672888,-0.1946973000713921
2285,2285,2285,PA,G4201030,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641.0,42103,RFCE,35.04,11.06,0.705,31.91,0.34,0.11,0.475,0.62,0,0,0,0,0,0,0,0,0.59,0,0.33,0.1,0.23,0.63,36.98,34.11,32.4,0,0,0,41.77,19.31,30.34,53.42,PA,0.001092776908876701,1.021720866778046e-05,0.0011029941175444815,0.0017105757966371581,9.288371516164054e-06,0.0017198641681533222,0.2980167543946316,0.002964000269747692,0.3009807546643793,0.35790494007042256,0.002694545699770629,0.3605994857701932,-0.3586737034420547,-0.16533226878700646
2286,2286,2286,PA,G4201050,Bradford Regional Ap,725266,41.8,-78.63,,42105,RFCE,51.33,16.21,1.035,42.69,0.01,0.0,0.785,0.02,0,0,0,0,0,0,0,0,0.745,0,0.01,0.0,0.315,0.02,49.77,45.91,43.61,0,0,0,47.44,19.41,30.48,65.32,PA,0.001601779667962491,0.0,0.001601779667962491,0.002302331715731806,0.0,0.002302331715731806,0.436785857932819,0.0,0.436785857932819,0.48171843443661966,0.0,0.48171843443661966,-0.3042793716398254,-0.09327560103932978
2287,2287,2287,PA,G4201070,Reading Spaatz Field,725103,40.37,-75.97,19601.0,42107,RFCE,23.65,7.47,0.565,22.02,2.57,0.81,0.335,5.62,0,0,0,0,0,0,0,0,0.47,0,2.4,0.76,0.16,5.68,25.53,23.55,22.37,0,0,0,38.59,19.17,30.81,42.72,PA,0.0007463206513237818,7.523580928092883e-05,0.0008215564606047106,0.0011810043978541505,7.059162352284681e-05,0.0012515960213769974,0.201282563772866,0.021825820168142097,0.2231083839410081,0.24710235528169014,0.020478547318256782,0.26758090259994693,-0.34359294327187156,-0.16620214008855674
2288,2288,2288,PA,G4201090,Williamsport Regional Ap,725140,41.25,-76.92,17754.0,42109,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196445721743,1.6719068729095295e-05,0.0010779155144508383,0.0016834954410175722,1.6719068729095295e-05,0.0017002145097466674,0.2891247535853885,0.004850182259587132,0.29397493584497564,0.3522388988028169,0.004850182259587132,0.357089081062404,-0.36601204832003925,-0.17674621982182281
2289,2289,2289,PA,G4201110,Johnstown Cambria County Ap,725127,40.32,-78.83,15904.0,42111,RFCE,42.19,13.32,0.855,36.32,0.36,0.11,0.635,0.78,0,0,0,0,0,0,0,0,0.635,0,0.33,0.11,0.265,0.79,42.29,39.01,37.06,0,0,0,44.35,19.32,30.41,58.33,PA,0.0013166266624162547,1.021720866778046e-05,0.001326843871084035,0.0019563049494815458,1.021720866778046e-05,0.001966522158149326,0.3589134872094478,0.002964000269747692,0.3618774874791955,0.40931901823943656,0.002964000269747692,0.41228301850918425,-0.3252840474817155,-0.122259537179715
2290,2290,2290,PA,G4201130,Williamsport Regional Ap,725140,41.25,-76.92,17754.0,42113,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196445721743,1.6719068729095295e-05,0.0010779155144508383,0.0016834954410175722,1.6719068729095295e-05,0.0017002145097466674,0.2891247535853885,0.004850182259587132,0.29397493584497564,0.3522388988028169,0.004850182259587132,0.357089081062404,-0.36601204832003925,-0.17674621982182281
2291,2291,2291,NY,G4201150,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905.0,42115,RFCE,46.54,14.69,0.905,42.77,0.02,0.0,0.675,0.03,0,0,0,0,0,0,0,0,0.7,0,0.02,0.0,0.31,0.03,49.64,45.79,43.5,0,0,0,45.69,19.41,30.43,65.2,PA,0.001448521537945784,0.0,0.001448521537945784,0.0022963138589274542,0.0,0.0022963138589274542,0.3958287632963054,0.0,0.3958287632963054,0.4804593141549296,0.0,0.4804593141549296,-0.3691970580091569,-0.176145093591284
2292,2292,2292,NY,G4201170,Elmira Corning Regional Ap,725156,42.17,-76.9,14845.0,42117,RFCE,37.42,11.81,0.75,34.75,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0.64,0,0.0,0.0,0.25,0.0,40.22,37.1,35.25,0,0,0,42.49,19.44,30.31,56.54,PA,0.0011666194624302053,0.0,0.0011666194624302053,0.0018605207286789378,0.0,0.0018605207286789378,0.3182258471429113,0.0,0.3182258471429113,0.38927802042253523,0.0,0.38927802042253523,-0.3729607821899608,-0.18252295159768217
2293,2293,2293,PA,G4201190,Williamsport Regional Ap,725140,41.25,-76.92,17754.0,42119,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196445721743,1.6719068729095295e-05,0.0010779155144508383,0.0016834954410175722,1.6719068729095295e-05,0.0017002145097466674,0.2891247535853885,0.004850182259587132,0.29397493584497564,0.3522388988028169,0.004850182259587132,0.357089081062404,-0.36601204832003925,-0.17674621982182281
2294,2294,2294,PA,G4201210,Franklin,725267,41.38,-79.87,,42121,RFCE,38.72,12.22,0.805,34.55,0.03,0.01,0.545,0.05,0,0,0,0,0,0,0,0,0.645,0,0.03,0.01,0.255,0.05,40.08,36.98,35.13,0,0,0,42.99,19.38,30.33,56.35,PA,0.001209810389980368,9.288371516164054e-07,0.0012107392271319844,0.0018545028718745847,9.288371516164054e-07,0.001855431709026201,0.3292734845119709,0.0002694545699770629,0.329542939081948,0.388018900140845,0.0002694545699770629,0.38828835471082207,-0.34746225299371164,-0.15129327191031716
2295,2295,2295,NY,G4201230,Jamestown  Awos,725235,42.15,-79.27,14701.0,42123,RFCE,43.05,13.59,0.885,38.05,0.02,0.01,0.625,0.04,0,0,0,0,0,0,0,0,0.695,0,0.02,0.01,0.285,0.04,44.2,40.77,38.73,0,0,0,44.52,19.41,30.4,60.18,PA,0.0013444917769647468,9.288371516164054e-07,0.0013454206141163632,0.002044566849278714,9.288371516164054e-07,0.0020454956864303306,0.3661887605988285,0.0002694545699770629,0.36645821516880556,0.4277861157042254,0.0002694545699770629,0.4280555702742025,-0.342252040401852,-0.14390037037933906
